"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
332.5032,254.5655,-159.4191,-51.1155,421.576,407.405,-66.2984,23.7864,-68.3223,-23.7864,-61.2368,-549.1113,98.6882,98.6882,
326.653,253.3916,-159.9757,-43.9994,400.3297,389.0338,-60.2962,24.3835,-65.2354,-24.3835,-43.4626,-519.2014,94.7913,99.852,
316.2347,241.2944,-154.4259,-41.3594,382.3835,366.7047,-60.7271,14.8231,-57.2726,-14.8231,-43.8211,-491.0856,103.2038,91.837,
308.3943,227.8292,-140.1002,-46.9758,373.5405,353.8113,-54.0472,7.8606,-57.8854,-7.8606,-46.253,-469.7184,111.1116,92.3998,
287.8663,200.0594,-117.5942,-46.1816,344.1136,320.4369,-37.6458,8.4014,-44.2905,-8.4014,-33.356,-431.413,118.5449,93.9409,
273.6306,188.9978,-115.5282,-31.265,325.4911,310.3196,-39.4353,9.9217,-32.5232,-9.9217,-37.4277,-396.4188,109.6199,88.3039,
247.0905,178.6698,-122.6965,-43.4891,311.0223,304.8595,-51.1692,11.3503,-38.6692,-11.3503,-42.2676,-386.7337,92.9204,86.0425,
218.1651,170.9864,-128.5638,-54.9797,281.2267,287.5799,-54.2426,10.6692,-39.3859,-10.6692,-35.6828,-376.7588,83.2965,78.856,
214.6205,171.3545,-112.2466,-39.1689,264.8591,272.8559,-41.3727,6.4863,-28.4183,-6.4863,-25.9503,-344.5374,92.3987,72.6058,
215.8433,175.1733,-119.6118,-43.9048,263.0676,270.5846,-49.0121,0.024071,-33.7983,-0.024071,-38.4933,-324.8771,100.9548,73.3106,
216.9927,178.7629,-126.5351,-55.3705,261.3835,268.4495,-60.1714,0.022627,-45.8704,-0.022627,-50.2837,-319.4845,108.9975,83.012,
218.0731,182.1371,-133.043,-66.1483,259.8005,266.4425,-63.2112,-0.48422,-57.2181,0.48422,-61.3667,-314.4154,116.5576,92.1312,
219.0887,185.3089,-139.1604,-73.9601,258.3125,264.556,-45.3185,-7.5407,-52.4087,7.5407,-64.4753,-309.6505,123.6642,100.7034,
220.0434,188.2903,-144.9108,-83.1871,256.9137,262.7826,-51.1323,-5.5698,-56.8552,5.5698,-69.2107,-305.1715,123.1765,108.7612,
220.9408,191.0929,-150.3161,-74.6541,255.5989,261.1156,-48.5703,0.33098,-55.9747,-0.33098,-53.4179,-300.9612,118.3167,116.3355,
221.7843,193.7273,-147.7939,-60.558,254.363,259.5487,-47.1735,1.8295,-62.232,-1.8295,-44.6457,-288.3168,111.7242,99.5877,
222.5773,196.2037,-136.3959,-66.5413,253.2012,258.0758,-41.8138,3.2381,-63.0533,-3.2381,-49.5589,-256.9178,91.3552,83.9956,
209.2814,171.3321,-119.1028,-54.4514,252.1091,256.6912,-33.2314,11.1413,-45.1701,-11.1413,-45.5734,-227.4028,84.862,84.0165,
183.5664,155.9915,-105.8831,-42.074,237.1123,252.5528,-40.3469,7.436,-40.364,-7.436,-46.8868,-205.0146,72.6857,72.9029,
167.4918,139.5465,-89.4087,-38.5376,226.9343,223.2996,-28.8167,-7.1101,-37.9431,7.1101,-29.9736,-186.6411,54.2246,65.492,
170.0944,140.7901,-98.1442,-27.621,227.4183,224.0016,-21.5201,-5.2357,-37.1845,5.2357,-21.5256,-177.9725,64.5651,71.1788,
145.7887,118.6776,-98.3992,-29.5074,199.6732,196.4615,-18.7119,9.1785,-29.3868,-9.1785,-31.8742,-173.8737,74.7912,59.3166,
122.9414,98.9048,-83.8918,-32.2917,173.5928,170.5739,-21.131,7.6859,-32.1782,-7.6859,-43.6259,-162.9353,70.3738,45.1293,
129.6649,107.0705,-91.0035,-26.3045,177.2772,174.4394,-21.888,-0.87272,-36.3202,0.87272,-27.8502,-165.3044,52.0514,46.4703,
120.8026,98.6929,-72.3857,-22.7028,180.7406,171.494,-8.4281,-0.81987,-20.0409,0.81987,-12.0792,-153.3627,40.7603,48.7432,
99.4544,78.6714,-66.5237,-26.9073,155.7961,147.1044,-12.4771,1.7592,-15.2252,-1.7592,-12.8018,-130.061,43.8813,44.2997,
107.0807,63.2523,-73.667,-35.4147,144.4235,124.1781,-10.717,0.64216,-18.3609,-0.64216,-19.1197,-116.6192,52.3822,35.5687,
93.0653,57.9393,-61.6545,-36.8325,126.1428,113.5501,-5.5183,-5.9759,-14.7284,5.9759,-3.8725,-105.0673,57.8436,36.9783,
73.3814,40.3629,-60.4865,-34.1161,104.4742,92.6371,-14.803,-7.1357,-13.3383,7.1357,-7.6184,-91.1723,49.8178,32.2283,
56.2554,23.8411,-59.8936,-33.0816,84.1057,72.9788,-13.9153,6.451,-14.5623,-6.451,-13.2334,-85.7015,45.8173,16.1946,
66.9801,36.5107,-63.8915,-23.5052,93.1594,82.7001,-10.5496,7.5818,-24.3169,-7.5818,-14.9702,-78.0286,41.5494,6.549,
62.0198,43.8648,-56.5148,-24.6252,73.4698,73.1129,-6.3734,-6.9731,-17.2907,6.9731,-12.5536,-66.7678,26.4048,20.256,
44.1987,27.133,-39.0239,-26.6905,54.9616,54.6261,-7.5099,-10.6739,-2.1533,10.6739,-13.3192,-55.1712,24.3136,14.0496,
27.4467,11.405,-32.0577,-10.989,37.5639,37.2485,-8.0712,4.0665,-6.5087,-4.0665,-16.5688,-47.8113,36.9547,-0.89341,
32.7429,10.5791,-34.6894,-2.6677,21.2101,20.9136,2.0279,2.3751,-12.6973,-2.3751,-4.9469,-46.461,24.1807,-3.4402,
17.6202,-0.1779,-32.6081,-10.6051,5.8375,5.5588,-1.1296,-1.8161,-9.9106,1.8161,-5.662,-45.6982,8.6299,-7.2825,
13.0208,-14.2672,-19.0109,-3.3897,-6.0706,-8.8747,-0.5563,0.8232,-4.7617,-0.8232,0.2448,-34.3524,-1.5748,-3.3033,
0.59883,-27.5112,-3.7702,3.3927,-15.3222,-22.4422,10.1049,-1.7565,3.115,1.7565,14.3301,-18.1912,12.6197,8.5356,
-13.5371,-36.6294,-1.4491,-3.3899,-28.5029,-35.1957,4.9443,-7.2182,-0.61421,7.2182,4.431,-5.8955,24.0797,-0.58043,
-26.8249,-33.4197,12.7378,-5.2113,-40.8927,-47.184,6.6716,-10.8339,4.4833,10.8339,3.1532,-8.5785,8.5349,-6.6192,
-29.4056,-24.8349,4.4521,3.7048,-35.5439,-31.76,2.7285,-5.6292,7.7571,5.6292,4.4819,-8.5698,1.3723,-1.6664,
-13.5413,-17.2713,-9.915,-6.6389,-27.3377,-26.8176,-10.5933,2.806,-6.8084,-2.806,-9.887,-22.1556,-2.7578,0.45846,
-16.7065,-20.2837,-9.3902,-11.3012,-38.8556,-34.318,-8.9448,1.6257,-14.5674,-1.6257,-2.2783,-15.8357,-16.6924,-0.58195,
-10.1365,-11.4762,-11.3576,1.0171,-22.4242,-26.6923,-6.8902,-1.0026,-9.1386,1.0026,10.5105,-0.78552,-23.3533,-6.1137,
-12.5656,-18.8846,-17.7611,-7.1419,-30.6246,-39.1907,-4.4524,1.0819,-10.6147,-1.0819,2.7948,-4.2106,-27.0132,-19.8468,
-25.9117,-31.4161,-9.1035,-15.3163,-42.8871,-50.9393,-3.6788,-1.5133,-9.4713,1.5133,-2.94,1.6091,-21.8492,-25.3066,
-38.457,-35.0987,-5.0155,-10.8555,-54.4139,-61.9829,2.1085,-1.9285,2.7362,1.9285,0.77919,12.1409,-6.4383,-21.2574,
-50.2496,-46.1509,-3.7017,-7.1674,-65.249,-72.3639,6.0307,3.2479,1.5601,-3.2479,-5.3411,18.4979,-1.4272,-34.0819,
-33.1346,-31.2357,-17.5796,-8.7622,-63.5705,-68.3052,-8.4311,3.053,-12.6335,-3.053,-19.1207,14.3512,-15.4416,-35.1448,
-24.2026,-28.3496,-9.5103,-7.2236,-57.7315,-53.0727,-7.9962,0.84593,-0.8123,-0.84593,-3.8734,8.4285,-18.6348,-18.9361,
-33.3782,-34.2396,5.1603,7.3098,-68.3676,-63.9883,6.1481,6.3623,3.7916,-6.3623,9.0116,1.3447,-14.9854,-3.7,
-25.8084,-24.5933,-9.2493,13.0149,-66.3604,-74.249,-6.8725,9.5228,-10.5359,-9.5228,-5.6291,-9.3637,-28.1863,-17.578,
-38.3599,-37.2177,-9.7068,-1.866,-76.4788,-83.8941,-4.4357,10.9758,-24.0037,-10.9758,4.254,4.3557,-28.0841,-30.6233,
