"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-57.4675,-59.4327,-2.4558,-3.4379,163.5635,62.38,181.2454,-18.1734,66.3094,-75.1504,137.0398,41.7508,-53.5381,2.4558,
-39.9195,-41.7667,11.7916,10.8684,139.6497,44.5372,156.2707,-2.983,48.2309,-56.5413,114.7174,25.1458,-36.2258,16.4084,
-23.4243,-25.1607,25.1841,24.3163,117.1707,27.765,132.7945,11.296,31.237,-39.0489,93.7343,9.537,-19.9523,29.5239,
-7.9189,-9.5511,37.773,36.9573,96.0405,11.9991,110.7268,24.7182,15.2628,-22.6059,74.0103,-5.1352,-4.6552,41.8525,
6.6563,5.122,49.6067,48.8399,76.1781,-2.8209,89.9832,37.3351,0.24701,-22.7818,55.4697,-18.9271,9.7242,39.7743,
-7.8431,-9.2854,32.5303,31.8095,85.7074,11.4484,98.6842,20.995,14.3322,-35.5149,66.2415,-3.6915,-4.9593,23.2878,
6.7275,-21.0656,32.9756,44.0009,66.4649,-3.3385,78.6631,23.1146,-0.62774,-47.484,48.167,-17.57,1.6649,7.7905,
9.8476,-5.7017,45.0971,55.4609,48.377,-17.2382,59.8434,35.8277,-14.6901,-30.535,31.177,-30.6158,15.665,21.4231,
23.3567,8.7404,56.4913,54.3278,31.3744,-30.3039,42.1528,41.6818,-27.9087,-14.6029,15.2064,-42.8788,19.7806,34.2377,
36.0553,22.316,67.2018,65.1681,15.392,-42.5857,25.5236,53.2809,-40.3341,0.37331,0.19398,-54.4061,32.6938,43.9712,
19.792,6.877,49.0697,47.158,28.5684,-54.1305,12.1766,35.9841,-23.8141,-13.7491,14.2823,-47.2406,16.6321,27.233,
18.7485,-3.0711,33.6436,41.8723,12.7543,-64.9827,-2.654,21.5448,-36.4853,-27.0241,-0.6746,-58.5061,12.1959,13.1762,
3.5236,7.4277,30.1514,31.9927,-2.1109,-75.1837,-16.5947,25.6552,-48.3961,-11.3027,-14.7341,-69.0958,17.8502,26.4856,
16.4296,21.0821,33.7449,43.3345,-16.0843,-84.7727,-29.699,38.2159,-59.5924,3.4755,-27.9501,-79.05,28.0755,38.9964,
27.7236,28.311,41.0526,54.8345,-29.2192,-93.7864,-42.0171,50.0229,-70.1168,1.4467,-40.3731,-88.407,40.4909,40.383,
11.9602,12.5124,24.4895,37.4444,-13.3661,-102.2592,-53.5961,32.9215,-80.0098,15.4599,-29.0789,-94.4847,23.9615,48.2746,
25.3426,13.5823,37.1201,49.2977,-26.6641,-110.2236,-64.4803,24.2145,-89.3092,0.43231,-41.4342,-102.9156,25.4715,31.2781,
9.722,-1.3326,20.7929,32.2399,-10.9643,-117.7102,-58.0386,8.6616,-80.7695,-13.6936,-24.8481,-99.832,9.8432,15.3015,
-4.9613,-9.2564,5.4453,16.2055,-7.1848,-124.7476,-68.6562,11.9264,-66.1003,-3.684,-15.9895,-79.7421,3.2141,14.5855,
9.4364,5.399,19.2186,29.3332,-20.8537,-131.3627,-78.6369,25.3108,-76.2343,10.637,-29.1301,-89.0575,17.1212,27.8104,
-5.2298,13.5694,7.6064,13.4732,-33.7024,-137.581,-88.0187,13.6216,-85.7602,24.0988,-41.4823,-97.8141,2.9761,36.6013,
9.184,24.5442,21.25,26.7648,-45.7803,-143.4261,-96.8375,26.9043,-94.7146,8.5529,-53.0934,-106.0452,16.8975,20.3052,
-5.4671,8.9715,5.875,11.0589,-28.9335,-120.7206,-76.9273,11.19,-74.9317,-6.0603,-35.8078,-85.5825,1.7837,4.9869,
-19.239,-5.6668,-8.5775,-3.7046,-13.0975,-99.3773,-58.2116,-3.5814,-56.3358,-19.7967,-19.5593,-66.3476,-12.4234,-9.4123,
-3.9847,8.7732,6.0372,10.6176,-26.4116,-107.5147,-68.8189,10.7335,-67.0557,-4.5089,-32.4857,-76.4667,2.422,5.2524,
-5.9993,22.3468,10.5865,14.7476,-38.9269,-115.1638,-78.7898,15.002,-77.1323,9.8617,-44.6366,-85.9787,13.0828,19.0373,
8.4607,24.4441,24.0513,27.9628,-50.6913,-122.354,-88.1624,28.2018,-86.6044,-3.3564,-56.0584,-94.92,26.3979,21.6804,
