"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
4.7003,-6.5809,43.2449,20.6826,-45.1246,32.9036,-22.5623,2.8205,5.641,-63.9266,-2.8205,-46.0654,-18.8019,39.4845,
-0.47038,-5.1706,47.4757,21.1521,-41.8346,33.374,-20.2122,4.2308,7.0513,-50.2953,0.47038,-31.0654,-20.2122,31.4933,
-4.2303,-12.6919,48.4151,19.2719,-37.1339,23.0323,-11.7511,4.2303,22.0513,-38.0747,15.4704,-16.0654,-18.332,22.0924,
-2.3497,-25.8528,45.5955,11.7511,-50.2953,14.5716,-7.0508,0.46994,37.0513,-23.0747,23.0323,-1.0654,-27.7325,33.3735,
-10.3408,-22.5628,40.4248,10.3408,-62.0468,15.9819,-11.2807,2.8201,49.8253,-15.0411,17.8616,-2.8201,-33.8439,47.9456,
-19.7422,-15.042,34.7838,15.9819,-61.1065,17.8616,-20.6821,7.5212,34.8253,-30.0411,20.6821,-7.5212,-22.5628,40.4239,
-9.4014,-16.9222,34.7833,22.5623,-46.1065,32.8616,-20.6826,10.3413,19.8253,-45.0411,34.7833,-7.5208,-11.2812,50.7657,
-5.6406,-14.1012,41.3647,21.6229,-42.3046,47.8616,-18.8015,5.6406,15.9819,-47.0048,30.0835,-9.401,-16.9217,65.7657,
-8.931,-7.0504,45.595,25.8532,-57.3046,42.7745,-19.2723,7.0504,15.5119,-40.8948,15.5119,-15.5119,-28.6728,53.1158,
-5.1706,-20.2122,36.1936,15.5119,-72.3046,27.7745,-23.0327,5.1706,10.8108,-47.4757,9.8709,-30.5119,-34.3139,38.1158,
6.5813,-25.3824,37.6043,8.4611,-57.3046,15.042,-11.2807,-4.7007,7.5212,-50.7652,10.3417,-45.5119,-24.4425,23.1158,
9.4014,-16.9213,46.0654,17.8621,-42.3046,2.8205,-3.7604,-15.9814,-2.8205,-48.885,8.4615,-55.4659,-19.7418,8.1158,
22.0928,-22.0919,56.8762,26.7931,-27.3046,-12.1795,0.47038,-11.7515,7.9912,-33.885,5.1706,-40.4659,-21.1521,8.931,
37.0928,-37.0919,62.0464,22.5619,-12.3046,-27.1795,7.5203,-0.94032,22.9912,-18.885,-1.8802,-27.263,-20.6821,10.3408,
22.0928,-52.0919,48.885,9.4005,0,-42.1795,0,-11.2812,24.443,-29.1432,0.93987,-30.0831,-30.0831,11.2812,
7.0928,-55.9363,54.0557,17.3917,-6.1105,-52.1759,6.1105,-8.931,35.2537,-24.9124,15.9399,-19.2723,-26.7931,26.2812,
16.9213,-56.4062,57.3457,16.9213,-6.5809,-55.4664,6.5809,-10.3413,46.0645,-22.5623,30.9399,-21.6224,-17.8621,23.5022,
21.6224,-46.0645,55.4659,14.1017,-2.8205,-43.2449,2.8205,-13.1609,61.0645,-24.443,34.7842,-16.9222,-11.2812,17.8621,
17.3921,-31.0645,54.0561,26.7926,-5.1702,-28.2449,2.3506,-9.8713,76.0645,-19.2719,43.7148,-2.3506,-13.6317,32.8621,
21.1521,-16.0645,54.9955,33.3731,-1.4103,-24.9133,1.4103,-3.2909,90.7196,-15.5119,39.954,-6.1105,-7.0513,47.8621,
16.4514,-20.2126,52.1755,30.553,-4.2303,-32.4337,1.4098,-4.2303,86.9597,-16.4514,24.954,-21.1105,-1.4098,58.7564,
8.4611,-25.3824,47.0048,29.1437,-8.4611,-35.7237,8.4611,-8.4611,81.7891,-13.1614,16.9217,-21.622,-9.401,73.3284,
4.7003,-24.443,42.3041,16.9222,-3.7604,-36.664,3.7604,-8.4606,90.2502,-7.5208,17.8621,-12.221,-12.221,80.8487,
4.7003,-30.0831,43.2449,5.641,-4.7003,-34.7833,-11.2396,-8.4606,105.2502,7.4792,15.9823,-20.6817,-4.7003,85.549,
4.7007,-40.4239,46.065,5.6406,-9.401,-36.6635,-6.5805,-10.3408,97.7705,20.6821,14.1012,-28.2029,-4.7007,86.4893,
0,-41.3642,41.3642,4.7003,-7.5208,-39.4845,0,-13.1609,88.3695,9.4014,17.8621,-28.2033,-9.4005,71.4893,
3.2904,-30.553,43.7148,12.691,-3.2904,-33.3735,-3.2904,-10.8112,102.0013,14.5716,26.7926,-27.7334,-3.2904,56.4893,
1.4098,-29.6132,46.5353,13.6317,-7.0508,-42.7749,-1.4098,-12.691,100.1206,12.691,23.973,-33.3735,-2.3506,71.4893,
2.3506,-30.553,43.7148,13.6317,-10.8112,-50.2948,-0.46994,-12.691,86.9597,0.46994,17.3921,-35.2533,-2.3497,76.6184,
5.1702,-27.7334,39.9544,15.5115,-9.8713,-41.8342,-7.9907,-12.691,81.3187,3.2904,15.5115,-32.4337,-3.2904,61.6184,
5.641,-15.0415,42.305,15.9823,-5.6401,-35.7241,-3.7604,-10.3413,72.3881,3.7604,17.8621,-31.9637,-7.5208,64.8673,
10.3413,-6.5809,46.0654,24.443,-4.7003,-28.2033,2.8205,-7.5208,67.6878,-2.8205,19.7427,-29.1432,-11.2812,79.8673,
7.0504,-11.7515,38.0742,26.7931,-12.6914,-30.5535,-6.1105,-12.6914,71.9177,6.1105,18.3324,-38.0742,-15.5119,67.2175,
4.2303,-4.2303,48.4151,30.553,-6.111,-30.553,-7.0508,-8.9306,70.9774,20.2126,18.332,-36.194,-7.9907,54.996,
4.2303,-3.2904,45.5946,24.9129,-7.0508,-25.8528,-6.111,-5.1711,55.9774,11.7511,3.332,-23.0331,-8.9315,69.996,
15.0415,-12.2219,31.9628,23.5022,-6.5809,-18.8028,-3.7604,-3.7604,48.885,22.5623,3.7604,-8.0331,-9.4014,84.996,
5.1706,-18.3315,32.4341,17.3917,-6.1105,-32.4332,-5.1706,-9.8709,54.9964,27.733,18.3324,-5.1706,-7.0504,72.8585,
-7.0504,-21.1521,45.595,10.8117,-1.4103,-33.3731,1.4103,-7.0504,59.6967,12.733,24.9124,-6.1105,-2.3501,68.1573,
0.46994,-28.6733,41.8351,10.8112,-4.2303,-32.4337,-0.46994,-6.1101,54.996,0.46994,16.4522,-4.2303,-9.8705,80.3788,
8.9306,-25.8528,34.3134,10.8112,-8.9306,-41.8342,-7.9907,-10.8112,44.6547,7.9907,13.6317,-8.9306,-24.8705,80.3788,
6.111,-10.8528,43.7148,13.6317,-7.0508,-34.3134,-6.111,-11.7511,49.355,18.332,20.2126,-10.8112,-31.4938,86.9597,
0.46994,-0.46994,47.4752,25.8528,-6.1101,-28.6733,-5.1702,-9.8705,64.355,18.332,25.8528,-9.8705,-16.4938,91.66,
1.8802,-1.8802,41.3638,31.9633,-1.8802,-31.0234,-3.7608,-7.5212,61.1065,15.981,31.9633,-6.5813,-6.5813,78.0278,
3.2904,-12.691,38.0738,29.6132,-7.0508,-34.3134,-3.2904,-11.7511,46.1065,6.111,24.9129,-5.1702,-21.5813,70.0375,
-0.47038,-11.7515,45.595,30.5535,-8.931,-30.5535,-2.3501,-8.931,43.7144,5.1706,20.2122,0.47038,-20.2122,85.0375,
-2.8201,-1.8802,48.8855,28.2038,-1.8802,-21.622,-4.6998,-6.5805,57.3461,8.4611,22.5628,1.8802,-7.5203,100.0375,
0,0,43.2449,31.0239,-5.6401,-19.7418,-6.5809,-5.6401,42.3461,0.93987,19.7418,0,-12.221,106.2316,
0,-6.58,47.0053,34.7842,-11.2812,-20.6817,-5.6401,0,27.3461,0,10.3413,2.8205,-7.5208,103.412,
1.8802,-5.6406,50.7652,25.3824,3.7188,-27.263,-1.8802,-6.5813,17.8616,-1.8802,1.8802,-11.2816,-3.7608,91.1896,
5.641,-13.1609,39.4845,10.3824,18.7188,-42.263,0,-21.5813,2.8616,-16.8802,0,-26.2816,-18.7608,76.1896,
13.1618,-11.2812,39.4845,4.7003,20.6826,-47.0053,-4.7003,-18.8019,12.2219,-22.5623,12.2219,-26.3227,-19.7418,61.1896,
5.6406,-2.8201,33.8439,3.7608,5.6826,-50.7652,-19.7003,-25.3824,7.5212,-30.0835,2.8201,-26.3231,-24.4425,46.1896,
0.46994,-0.46994,25.8528,9.8705,6.1101,-40.8952,-19.2728,-25.8528,0.46994,-33.3735,0.46994,-30.5539,-35.2542,61.1896,
0.47038,-15.4699,29.6136,13.6313,21.1101,-40.8948,-4.2728,-15.5119,15.4699,-18.3735,15.4699,-16.4518,-29.6136,72.8576,
0,-30.4699,44.1848,9.4014,27.2635,-55.4659,-0.93987,-12.221,30.4699,-3.7604,25.3828,-1.4518,-14.6136,75.2086,
-3.2904,-25.8528,49.3558,13.6317,16.4522,-58.7564,-1.4098,-13.6317,37.1339,-8.9306,17.3921,-0.46994,0.3864,70.0375,
-5.1706,-22.0928,41.8346,24.9124,4.2308,-51.2356,7.0504,-7.9912,36.1936,-4.2308,7.9912,-13.6313,-5.1706,55.0375,
-6.5805,-15.9819,42.3046,19.7422,6.5805,-49.8258,2.8201,-7.5212,36.6635,-2.8201,2.8201,-23.5026,-20.1706,58.286,
1.8802,-3.7608,57.3046,24.4425,21.5805,-37.6043,-1.8802,-6.5805,27.263,-6.5805,8.4611,-8.5026,-31.9633,73.286,
-0.93987,-9.4014,55.4659,30.0831,19.7418,-29.1432,-2.8205,-7.5208,20.6826,-10.3413,8.4606,0.93987,-31.9637,88.286,
-5.1706,-7.9903,50.2953,29.6136,11.7515,-36.1936,2.3501,-6.1105,35.6826,-2.3501,9.8709,-4.2299,-26.7931,86.0194,
0.93987,-0.93987,56.4058,28.2033,12.221,-31.023,-2.8205,-7.5208,50.6826,-5.6401,14.1017,-0.93987,-23.5022,93.0698,
1.4103,-7.9912,46.5349,20.2122,9.8709,-23.0327,-17.8205,-22.0919,35.6826,-20.6401,10.8117,-1.4103,-29.6127,97.3005,
1.4103,-8.931,49.3554,21.1521,23.0327,-22.0928,-8.931,-18.3324,25.8523,-10.8117,20.2122,-1.4103,-14.6127,100.1211,
-5.6406,-15.0411,49.8253,15.042,13.1614,-37.0928,-0.94032,-15.9819,35.7237,0.94032,24.4425,-5.6406,-14.1012,88.37,
-1.4098,-13.6317,54.0561,15.5115,0.46994,-35.2533,-0.46994,-15.5115,50.2957,3.2904,36.1941,-1.4098,-22.0924,83.1993,
2.3506,-9.8713,54.0561,19.2719,8.9306,-33.3735,-2.3506,-19.2719,40.8943,-3.2905,38.0738,-3.2905,-29.6132,74.7378,
3.2904,-13.6317,47.4752,23.0323,21.1525,-37.1339,-4.2303,-16.4522,32.4337,-5.1711,25.8528,-3.2904,-30.5539,70.0375,
2.8205,-13.1609,47.0053,23.5031,6.1525,-37.6039,-6.5809,-10.3413,26.3227,-8.4606,15.9823,-2.8205,-32.9036,73.328,
7.0508,-1.4107,55.9359,35.2533,-0.46994,-29.6132,0.46994,-1.4107,18.332,-7.0508,19.2719,-2.3506,-35.2542,70.9774,
2.3501,-9.8709,47.4748,24.9124,6.1105,-30.5535,-2.3501,-8.931,11.7506,-13.6313,13.6313,-12.6914,-40.8948,55.9774,
6.111,-10.8112,50.2957,22.0924,5.1702,-26.7926,-5.1702,-13.6317,16.4522,-17.3921,15.5115,-11.7511,-43.7148,50.2957,
10.3408,-0.94032,63.927,37.0924,-2.8201,-30.0835,-1.8802,-5.6406,15.042,-4.7007,20.6821,0.94032,-44.1843,65.2957,
-0.46994,-7.0508,55.9359,32.4337,0.46994,-39.0146,-1.4098,-9.8713,14.5716,0.46994,15.5115,-0.46994,-52.1759,61.5769,
2.8201,-5.6406,48.8855,17.4337,15.042,-33.8439,-2.8201,-18.8015,15.9819,-14.1012,16.9217,-13.1614,-54.5256,46.5769,
7.9907,-0.46994,52.1755,10.8112,21.1525,-30.5539,-6.111,-21.1525,0.98186,-23.0331,12.691,-24.9129,-55.9363,37.1339,
