"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
27.0171,-69.1441,60.902,62.7341,-69.1441,-140.5781,16.9429,21.5218,-128.6727,13.2796,-53.5755,-408.9138,-6.8687,6.8687,
22.6484,-59.501,66.4065,73.07,-65.9115,-138.5543,22.3372,18.3984,-132.8582,8.8196,-63.1824,-380.7157,-1.8777,1.8777,
24.4945,-64.6313,69.2904,69.6962,-57.8358,-144.3411,23.2864,8.5941,-138.9867,0.50567,-73.4914,-371.9727,4.1876,-2.3564,
19.8194,-59.3796,66.5063,53.1513,-43.8336,-133.4864,23.2626,11.2839,-144.0219,-1.8145,-67.8033,-363.7544,0.73176,3.7381,
30.9934,-48.0325,76.616,54.0833,-33.4197,-111.3772,34.2301,17.4756,-121.2806,-6.7423,-52.288,-343.4934,13.051,4.8872,
15.855,-44.6923,73.4885,54.0437,-33.7035,-95.899,34.4661,15.0537,-110.7031,-6.7956,-60.5979,-321.51,26.368,5.0518,
14.4455,-46.1323,54.9792,37.521,-33.0552,-93.3505,18.2982,9.1134,-118.1609,-5.014,-71.062,-316.3194,16.1808,3.3748,
19.9901,-47.9432,47.0055,44.4288,-28.3246,-82.2546,16.1894,8.5661,-112.9985,-6.5448,-52.6983,-294.6882,3.3041,15.0781,
4.6907,-47.8143,42.354,55.8631,-31.204,-65.4135,25.2922,6.221,-102.5554,-5.2365,-44.4997,-266.9328,2.1903,21.5,
3.8558,-54.1036,40.7287,38.4113,-36.6583,-64.2364,20.111,1.2684,-110.502,-7.6695,-54.6511,-265.0168,16.1589,11.0518,
5.4561,-54.5206,32.7893,22.0066,-39.0381,-63.1299,4.8044,5.7716,-103.5094,-11.7887,-49.5404,-263.2158,23.9845,11.3039,
-1.74,-41.633,22.122,31.5807,-43.5641,-60.7155,-2.9052,4.9675,-83.1988,-7.8759,-47.9414,-255.3976,8.4454,11.0843,
7.9808,-37.7616,26.7478,37.4702,-49.6506,-64.8573,9.6323,-1.2837,-90.4748,-4.1979,-59.1649,-254.1738,2.8068,7.2138,
12.5386,-29.5428,28.3484,25.6056,-40.7189,-55.0127,10.4277,8.4097,-99.1463,-13.5624,-58.0001,-248.6345,14.086,18.2285,
25.8863,-24.5648,24.3581,26.3596,-24.1757,-40.2644,5.6814,12.9423,-91.0033,-17.7857,-40.4201,-225.0161,19.1935,22.1719,
22.1385,-29.044,26.1016,37.1407,-20.3405,-27.3165,14.9565,14.4551,-88.7486,-15.3448,-42.0212,-212.8894,15.7525,11.2257,
21.7262,-17.2272,38.6355,44.9869,-17.2885,-11.5776,25.9649,12.6718,-92.5818,-17.1713,-38.5839,-196.4523,25.7975,16.9626,
25.4597,-6.578,50.4174,54.6504,-9.3829,3.2171,27.612,5.9588,-72.9269,-10.1883,-22.1688,-176.8809,28.3703,30.0449,
9.8321,-4.8091,35.6774,59.1566,-13.8565,17.1241,20.0031,6.0591,-58.8397,-10.0348,-31.275,-165.8098,12.5681,30.6268,
21.0528,-3.6045,32.6208,53.7756,-8.4459,12.2613,16.9713,10.2748,-69.0467,-14.012,-43.4985,-162.2721,25.4566,22.3787,
19.3322,-12.0886,37.5327,40.0175,-2.902,18.3943,20.9901,6.4533,-75.4359,-9.9663,-34.5734,-163.9834,38.0292,26.0731,
4.4349,-17.7742,32.533,30.2891,-13.7177,20.9535,22.4775,4.234,-60.8356,-7.5362,-22.4248,-156.892,23.9369,23.5931,
11.4949,-20.3714,25.0853,31.2189,-21.1376,5.9588,12.8863,9.4749,-61.7647,-12.579,-32.9851,-151.1422,13.3425,16.6818,
7.6001,-12.2804,13.9642,39.8782,-17.5795,13.3861,1.5815,13.9435,-72.1589,-16.8613,-44.2856,-151.6896,22.1579,19.8024,
20.4238,0.82044,25.4904,37.9433,-2.4247,26.6829,15.5866,12.6491,-71.1296,-15.3918,-27.5285,-143.9616,34.9285,27.315,
26.5244,6.2657,38.061,35.6663,6.9742,39.1819,28.7515,10.0585,-52.7618,-12.6367,-11.7768,-129.8295,40.2541,29.3389,
19.4385,5.8906,39.9941,39.9381,-5.3497,26.4899,21.2641,9.455,-35.4961,-11.8785,-8.5894,-133.9447,34.1764,29.4107,
26.0565,-2.2476,31.6413,32.5043,-0.90763,26.2739,16.7828,12.0932,-47.4663,-14.3712,-22.174,-135.5244,32.5836,28.1038,
15.7923,-3.4866,21.042,25.5174,1.4363,31.5662,24.4758,14.573,-58.7184,-16.7144,-18.6498,-121.4402,32.9176,25.9598,
17.1347,6.339,21.1538,29.023,-4.6026,27.3824,14.3073,10.4932,-41.0953,-12.5061,-9.7461,-111.8644,34.148,21.1967,
20.6854,10.5375,28.1267,37.3558,-0.66319,35.8136,7.9544,7.1159,-27.5445,-9.0081,-8.2453,-101.4888,33.9312,21.757,
12.5756,4.8686,25.0657,30.0778,-6.5761,39.6179,11.5982,7.1468,-38.2555,-15.3363,-19.1986,-98.6049,24.111,19.9929,
22.8108,-2.7509,23.5609,21.8613,-8.0136,33.5767,14.5647,5.8024,-40.5399,-7.0896,-20.7948,-97.2684,29.0744,19.7089,
7.7056,-5.3331,15.7372,17.8029,-5.7007,25.1521,3.6175,0.87537,-33.5277,-2.0854,-22.2939,-90.5158,30.9941,18.5273,
9.074,7.8079,13.8769,23.1452,-6.2751,32.8011,-2.0953,7.2333,-34.2642,-11.1184,-21.8727,-74.0955,30.0496,18.3308,
5.3241,-0.4449,7.0912,31.3728,-12.7665,34.9541,-10.6695,2.6783,-44.5715,-24.5513,-22.8498,-72.8548,16.799,3.9513,
2.2575,5.9932,11.245,34.9854,2.0995,31.0252,-6.3656,4.3492,-42.8132,-18.5942,-18.7311,-73.9784,15.7907,11.0412,
16.222,13.8757,24.3077,20.98,15.348,24.5848,8.1163,8.6671,-42.0761,-7.4043,-17.6073,-75.035,27.6651,24.1161,
20.381,2.0529,16.4379,8.7319,7.1002,21.2781,9.0975,9.9787,-40.4671,-17.0347,-19.2985,-76.9434,28.7524,19.9211,
26.9429,3.304,5.8366,0.42319,9.88,14.0487,1.6834,17.1647,-35.7492,-16.47,-19.514,-72.7846,33.8964,21.9317,
26.6997,-1.9313,3.1965,-13.7022,4.2497,-0.073818,-7.1175,16.5927,-33.1469,-4.0342,-23.3802,-68.8753,30.4883,27.4845,
10.9977,-5.0205,6.2106,-16.1803,-1.0419,13.2102,-11.7276,15.1397,-17.0581,1.2449,-17.8559,-56.0425,20.8752,24.4616,
15.738,3.5229,13.1641,-1.1095,9.0948,22.4918,-7.3611,11.4833,-9.5284,-7.9879,-6.7108,-43.5218,21.4543,16.5834,
10.6722,13.8435,7.3371,9.1265,4.4276,8.7783,0.86534,10.336,-23.0567,-10.7137,-17.7557,-41.3687,22.4565,18.7935,
6.3695,7.518,4.1501,-5.5211,-3.1641,0.92549,4.4775,8.8003,-35.7733,-9.1552,-30.7904,-48.9599,24.7723,18.5823,
19.2656,-2.5495,14.4326,-19.2898,10.3045,4.9906,2.8342,8.7305,-30.1541,-11.8114,-21.7117,-47.3966,29.2387,17.0091,
13.5306,5.8458,14.4821,-5.9595,10.602,-0.80353,-0.082868,10.0376,-17.3549,-19.345,-18.5776,-35.3944,23.8209,21.4837,
15.4671,12.8218,13.6138,8.498,3.5556,2.9082,-0.078114,9.436,-25.4715,-13.6053,-22.0416,-29.6073,19.6446,20.1945,
0.43908,6.1003,-1.303,15.4106,-3.5264,16.8337,-11.521,3.8332,-29.8959,-14.1623,-30.3355,-26.4574,7.934,8.4508,
-8.8411,12.1443,-4.9842,3.4953,-5.1469,25.9926,-13.5774,6.35,-14.0022,-15.1447,-28.5158,-10.77,6.5415,17.1015,
5.7894,5.4634,9.4148,-3.5832,-2.5482,16.6488,-4.9784,7.3433,-5.7407,-14.6938,-19.9357,-5.4493,18.513,26.6082,
