"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-12.2121,6.5754,46.0296,80.7863,2.8179,16.9088,-7.5155,-31.9388,-31.9388,-30.0605,68.5746,28.1813,-15.9696,-2.8179,
-5.3731,12.2872,55.95,90.0391,-2.5174,29.9942,2.7993,-24.8562,-15.9224,-27.7864,78.5602,40.5904,-6.0868,-3.1184,
-15.3836,15.3079,59.1684,91.6735,-11.7601,42.2946,-2.0649,-24.3035,-0.86709,-27.9979,77.1258,31.1008,0.85381,-3.8709,
-11.6431,19.0861,46.2241,85.2339,-10.1154,38.3294,-9.4569,-20.967,6.2116,-23.5006,84.7099,30.1739,-2.9549,-2.6995,
-20.3383,4.7896,29.3602,70.7252,-14.2055,21.9393,-15.4649,-25.3453,6.7785,-23.9693,76.8085,31.1814,-16.8776,-3.4771,
-5.018,18.6023,35.5832,57.558,-2.5503,21.0925,-3.7341,-19.5975,1.2047,-19.2432,64.2154,22.2651,-19.1442,-5.6164,
-3.3174,27.3399,40.9632,56.9229,-0.51895,15.1294,0.24747,-14.6641,-11.0792,-11.5128,62.2417,21.8683,-3.8955,-1.5228,
-11.1029,26.169,40.8542,56.7954,-10.3507,5.2979,-13.8674,-9.5572,-6.1874,-5.6558,52.4009,29.4809,-0.38303,5.6149,
3.6633,33.0535,35.5841,46.8114,3.4216,8.7371,-18.1929,-16.4983,-4.8766,-9.0735,35.1664,37.1058,-14.46,-5.0558,
-10.6565,16.9703,20.2983,30.8519,14.4888,13.8495,-7.7071,-29.5993,-18.684,-22.6291,23.6623,38.6369,-17.3404,-15.0849,
-1.5621,30.0521,25.6558,23.3645,4.2257,15.8365,-11.0026,-13.7233,-31.6629,-9.9892,33.5155,34.44,-2.1999,-0.089401,
4.1675,37.6427,31.6314,23.841,-7.3003,17.7046,-17.8575,-4.4554,-15.6632,0.0034193,41.8379,46.4736,-2.0775,3.6735,
-10.1826,21.2937,15.6431,15.8351,1.5923,16.6419,-6.4531,-18.288,-0.62337,-14.0881,35.5697,57.7851,-16.0529,-6.8807,
-3.9258,25.6524,0.60456,0.785,7.133,4.3713,1.4495,-22.8174,-14.686,-16.0598,27.7992,58.9964,-18.8372,-12.1033,
-12.1448,20.3562,1.5166,0.74705,10.463,-9.9813,-0.5162,-20.5088,-12.8565,-0.99622,34.5859,61.0929,-3.6069,-2.9234,
-4.3707,28.0585,6.5927,3.9902,1.8497,-18.3071,-14.1065,-14.112,2.0149,-0.47647,19.8286,60.7152,-14.203,2.4192,
-17.7293,21.2083,-5.5454,4.2208,-12.3613,-3.1087,-20.3051,-19.3711,14.0969,-14.5479,4.5389,62.239,-27.4509,-1.9535,
-24.181,34.0262,-5.2131,18.0675,-6.4433,11.1779,-9.693,-13.5118,16.069,-7.5596,16.0187,72.6046,-16.8709,-4.6542,
-8.6301,46.0847,-3.9607,31.0835,-10.7538,24.6072,-23.2115,-10.8223,19.802,-6.1664,4.7247,62.6025,-22.4341,-12.8295,
-19.394,33.9171,-11.2376,16.048,-24.2086,37.2308,-35.9188,-17.6884,18.6134,-19.8964,-9.6588,44.7464,-35.188,-8.3018,
-8.3675,35.1691,-20.4272,1.4639,-30.7319,38.7169,-35.1541,-7.7025,11.3912,-13.5277,-3.9044,38.7833,-29.7792,-1.6983,
-3.1688,41.5132,-22.959,-3.3206,-19.4938,26.0606,-28.3482,-1.6045,20.1011,1.3839,3.8449,50.5563,-23.2958,1.2219,
-17.0786,37.6145,-18.2936,1.1066,-16.9146,32.4824,-27.1169,-9.4928,32.995,-11.3895,-10.4858,56.4375,-28.9435,-2.1393,
-1.9539,49.4476,-9.6809,6.676,-12.1422,44.6243,-22.6715,-7.9841,38.9907,-23.8578,-9.377,51.1729,-22.5102,-9.526,
-5.5933,35.6778,-12.388,-2.6492,-12.8233,29.2647,-17.0841,-4.2171,29.6059,-8.3263,-6.4665,47.6321,-18.8109,-5.6665,
-0.091465,34.0076,-18.6902,-16.5902,-15.3418,13.4088,-25.9229,-1.6153,13.7295,-6.8959,-20.1785,30.6742,-18.1518,1.7189,
0.85317,31.9663,-14.7504,-29.6948,-13.4822,-1.4957,-30.9433,-9.0334,6.8095,-18.6947,-25.0641,14.7337,-14.2452,-1.2026,
-11.8792,29.5796,-13.3958,-20.3789,-10.3245,5.1891,-25.7979,-10.8393,20.5009,-12.4058,-16.5148,27.0206,-19.4959,-1.6,
1.0447,38.1369,-14.4708,-23.8533,-5.9479,-9.2223,-19.5538,-5.4927,33.3709,-6.9653,-12.706,33.853,-15.5082,0.37477,
-3.7142,37.7274,-6.088,-36.5221,-1.8331,-22.7689,-17.441,-4.2236,29.0016,-1.8503,-12.8832,17.7219,-2.3656,5.9885,
3.0845,49.5638,4.6115,-38.0787,0.15607,-15.7478,-19.2129,2.6057,23.504,3.8974,-25.2611,6.3348,-10.6778,2.8109,
