"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-35.1282,-16.1538,-44.8718,1.7949,44.8716,-1.7949,-5.8975,-3.8462,27.436,-10.5127,5.8975,7.9487,12.564,18.2051,
-32.5642,-22.3079,-47.9487,-11.0256,40.2561,-16.7949,-20.8975,-2.8206,20.2561,2.8206,20.2561,5.8972,19.2307,4.3591,
-27.1794,-13.8459,-39.4871,-3.0769,47.1794,-1.7949,-5.8975,-1.5383,31.282,-4.1028,10.2566,9.7434,17.9485,11.282,
-32.0515,-14.6157,-42.3079,-4.3589,42.3076,3.8462,-11.0259,-2.3076,22.3076,-11.0259,3.333,2.3076,7.4355,10.5127,
-27.1794,-13.8462,-40.5127,-5.1279,47.1797,0,-15.8975,0.5127,19.4873,-2.0513,10.769,0,11.7949,11.2822,
-29.4873,-11.0256,-39.7437,-0.25659,49.9998,0.25659,-7.9485,-2.8206,27.9485,-6.4104,0.76929,5.8972,11.5383,20.2566,
-34.6155,-19.7437,-43.8462,-9.4873,36.6667,-14.7434,-21.282,1.7947,19.7434,-1.7947,13.5896,5.3845,13.5896,8.9744,
-30.7693,-14.3589,-34.8718,-2.0513,44.1025,0.25659,-8.7178,-2.0513,25.1284,-11.7949,8.2051,3.0771,12.8203,11.7949,
-28.718,-12.3076,-29.7437,0,44.6152,4.1025,-7.1797,-4.6152,23.0771,-7.6924,0,2.0513,9.231,13.3335,
-23.0769,-13.8462,-26.1541,-1.5386,44.6152,-4.1025,-9.231,-0.5127,23.0767,2.0513,11.7949,0.5127,16.4102,10.769,
-26.4104,-13.0769,-23.8459,2.3079,44.8718,2.8206,-0.25659,-8.9744,20.7693,-12.9487,0.25659,-4.8718,12.0515,17.1794,
-25.3845,-14.1025,-15.6409,-1.282,41.282,-7.9487,-7.4358,1.282,13.0769,2.0513,10.0002,-1.282,15.1282,13.5896,
-27.6924,-14.8718,-8.718,-1.5383,47.1794,-4.1023,-1.5383,1.0256,23.5896,1.5383,8.718,-1.0256,15.3845,13.8464,
-27.9487,-14.6152,-12.564,-0.25635,46.4102,-0.76904,-2.8203,0.25635,25.8975,-1.7949,7.436,0.25635,16.1538,21.2822,
-27.6921,-19.4871,-15.8972,-6.1538,40.5132,-10.769,-13.8459,2.0513,23.0771,7.1797,12.8208,-2.0513,17.9487,14.8721,
-26.1538,-14.8716,-6.1538,-0.51269,48.2051,3.0771,1.1541,-4.1025,32.3076,0.5127,-0.51269,-5.1279,10.769,18.9746,
-26.6667,-16.9231,-0.51294,-6.1541,36.9231,-2.5642,0.51294,-0.51294,19.4871,10.7693,7.6921,-10.2566,7.1794,9.2307,
-31.0256,-18.2053,3.3333,-8.4617,34.1023,-6.4104,-3.3333,-4.8718,18.2048,11.5383,6.9231,-17.1797,6.4104,5.3845,
-30.2563,-19.4871,4.1028,-8.718,36.4104,-9.7434,-1.0256,-9.2307,18.9744,17.949,1.0256,-18.9744,4.1028,11.282,
