"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
55.8972,-35.8975,96.9231,-20.5129,-61.5386,51.282,2.0515,-11.7947,45.1282,-2.0515,78.9744,-6.6667,23.5896,-5.1282,
55.3845,-33.3333,93.3333,-14.8718,-69.7437,42.5642,3.0769,-11.7947,34.8718,-6.6667,74.3591,-9.7434,10.2566,-3.0769,
52.3081,-30.2561,95.3848,-7.1792,-66.6665,36.4106,0,-11.282,41.5386,0,75.8975,-13.3333,8.2051,-6.1538,
55.3848,-28.718,101.0259,-2.564,-53.3333,45.1284,2.0513,-11.2822,52.3076,-2.0513,74.3589,-17.436,14.8716,-5.6411,
61.5386,-32.3079,101.5386,-8.2053,-53.3335,39.4873,-2.0513,-7.6924,43.0767,2.0513,81.0254,-12.8206,11.2817,-4.6152,
57.9485,-33.3335,98.9744,-9.7434,-52.3079,35.8972,8.718,-18.9744,44.6155,-12.9487,67.6921,-18.4617,6.6667,-6.6667,
55.6409,-36.1538,103.3333,-11.5383,-46.9231,30.5129,11.0256,-15.6409,45.3845,-11.0256,74.1028,-18.2048,12.5642,-11.0256,
52.3076,-36.4104,103.5898,-14.3591,-40,29.7437,0,-8.2053,44.1025,0,80,-14.8718,14.8716,-10.7693,
53.0767,-30.0002,99.2305,-10,-29.4873,35.6411,3.8462,-14.6157,46.4102,-7.436,71.0254,-17.1797,11.5381,-3.8462,
57.436,-35.8975,98.4614,-14.8718,-31.7949,20.6411,0.5127,-14.3591,33.8462,-0.5127,82.0513,-20.5129,7.6924,-12.3079,
58.2051,-31.5383,103.3335,-4.8716,-25.8975,22.3076,4.8716,-11.5386,43.3335,-10,77.1797,-21.282,12.0513,-10.5127,
58.4617,-28.2051,104.1028,-1.5383,-20,26.6667,1.5383,-9.2307,41.5383,-9.2307,72.8206,-17.4358,9.7439,-7.1794,
63.0769,-31.7949,103.5896,-11.2822,-11.7949,25.6409,3.0769,-9.231,36.4104,-3.0769,77.4358,-15.8975,9.7434,-13.8462,
60.7693,-28.4617,102.8206,-7.4358,-7.4358,30.5129,11.0256,-13.5896,45.3845,-16.1541,65.8972,-20.2566,7.4358,-9.9998,
61.0256,-27.1797,104.6155,-5.1282,-14.8718,24.1023,1.0256,-4.6155,36.4104,-1.1541,74.3591,-16.9231,4.1023,-6.6667,
63.0769,-26.6665,105.1282,-4.6155,-10.2561,31.7952,4.6155,-7.6921,33.8464,-7.1794,67.6926,-14.8718,6.6667,-5.1282,
65.8975,-25.3845,107.9487,-4.3589,-9.4868,28.9746,1.7949,-4.3589,30.5132,-3.8462,71.0259,-10.5127,8.4619,-1.7949,
65.8973,-29.9999,106.41,-8.4615,-12.5641,16.1537,-4.8717,-1.7948,36.6669,1.7948,82.3075,-14.1027,7.9486,-5.3846,
61.7952,-32.564,100.7693,-7.9485,-7.9485,21.7952,2.8206,-13.5896,46.9231,-13.2052,69.4875,-16.1536,8.9744,-2.8206,
66.9233,-30.5127,106.9233,-9.4871,-11.5383,15.1284,1.282,-4.3589,31.9231,-3.8462,83.8462,-1.282,9.4873,-3.8462,
65.1281,-31.2821,110.7692,-10.2565,-9.7435,9.2306,8.2052,-8.2052,37.4362,-11.7948,82.0514,-11.2821,8.7179,-12.3077,
58.9741,-35.3848,107.1792,-15.8975,-6.6665,6.6665,9.7437,-11.7949,41.0254,-17.436,74.8716,-18.4617,8.2051,-14.8718,
57.1796,-38.2052,105.3846,-21.2821,-13.077,10.5128,3.3334,-3.3334,34.1024,-8.9745,79.2308,-9.4872,6.923,-14.1027,
55.3848,-32.8203,106.1538,-14.8718,-10.769,20.5127,9.7437,-6.1538,43.0771,-21.5383,67.6924,-7.1792,6.1538,-6.1538,
56.6667,-38.2051,107.4358,-16.1538,-8.9744,5.5127,2.3076,-4.8718,36.6667,-6.5383,82.3079,-2.3076,12.5642,-5.3845,
