"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
193.3353,37.8801,-72.3165,-182.5128,145.1249,-81.1713,-138.2375,169.7219,-256.3053,153.9797,-37.8801,-116.5919,148.0768,152.996,
178.3353,52.8801,-57.3165,-167.5128,130.1249,-96.1713,-123.2375,154.7219,-241.3053,138.9797,-22.8801,-131.5919,133.0768,137.996,
163.3353,67.8801,-42.3165,-152.5128,115.1249,-111.1713,-108.2375,139.7219,-226.3053,123.9797,-7.8801,-116.5919,118.0768,122.996,
148.3353,82.8801,-27.3165,-137.5128,130.1249,-126.1713,-93.2375,124.7219,-211.3053,108.9797,7.1199,-101.5919,103.0768,107.996,
133.3353,67.8801,-12.3165,-150.0441,115.1249,-122.4952,-108.2375,109.7219,-226.3053,93.9797,-7.8801,-116.5919,88.0768,92.996,
122.4952,52.8801,-27.3165,-165.0441,103.801,-124.463,-123.2375,100.8491,-241.3053,89.0425,-22.8801,-131.5919,100.8491,107.996,
107.4952,37.8801,-42.3165,-180.0441,88.801,-139.463,-108.2375,85.8491,-226.3053,74.0425,-7.8801,-124.9548,85.8491,92.996,
92.4952,52.8801,-27.3165,-165.0441,97.8977,-124.463,-93.2375,70.8491,-211.3053,59.0425,7.1199,-109.9548,70.8491,77.996,
77.4952,67.8801,-12.3165,-150.0441,112.8977,-139.463,-78.2375,55.8491,-196.3053,44.0425,22.1199,-122.4947,55.8491,80.1881,
62.4952,65.9214,2.6835,-158.4071,119.0519,-154.463,-93.2375,40.8491,-211.3053,29.0425,7.1199,-137.4947,64.9368,65.1881,
47.4952,50.9214,-12.3165,-173.4071,104.0519,-169.463,-108.2375,28.5331,-196.7795,15.7427,-7.8801,-122.4947,54.1147,60.0176,
50.1787,35.9214,-27.3165,-188.4071,89.0519,-184.463,-111.1808,13.5331,-181.7795,0.74272,7.1199,-121.0197,39.1147,45.0176,
35.1787,50.9214,-12.3165,-173.4071,104.0519,-169.463,-96.1808,-1.4669,-166.7795,-14.2573,22.1199,-106.0197,49.1945,60.0176,
50.1787,56.0829,-5.9033,-158.4071,101.3414,-184.463,-110.1962,8.8552,-181.7795,0.74272,7.1199,-121.0197,50.1791,70.8406,
35.1787,71.0829,9.0967,-143.4071,116.3414,-196.2872,-99.8655,-6.1448,-166.7795,-14.2573,12.2985,-136.0197,65.1791,85.8406,
20.1787,84.1232,-5.9033,-145.1249,131.3414,-181.2872,-84.8655,5.411,-151.7795,-5.411,27.2985,-121.0197,80.1791,100.8406,
35.1787,69.1232,-20.9033,-151.5201,116.3414,-195.7954,-99.8655,10.823,-136.7795,9.589,42.2985,-106.0197,65.1791,85.8406,
20.1787,70.8411,-5.9033,-136.5201,101.3414,-183.9882,-84.8655,3.9356,-121.7795,-3.9356,57.2985,-91.0197,56.0825,72.8084,
35.1787,55.8411,-10.8228,-151.5201,86.3414,-198.9882,-99.8655,18.9356,-136.7795,11.0644,42.2985,-106.0197,63.9534,80.6793,
20.1787,50.1791,4.1772,-136.5201,101.3414,-213.9882,-88.5502,3.9356,-121.7795,-3.9356,57.2985,-121.0197,78.9534,94.4549,
5.1787,65.1791,-10.8228,-121.5201,116.3414,-198.9882,-73.5502,-11.0644,-106.7795,-18.9356,72.2985,-106.0197,93.9534,109.4549,
20.1787,50.1791,-25.8228,-136.5201,101.3414,-183.9882,-73.3002,2.4601,-118.5596,-3.9356,57.2985,-91.9944,78.9534,94.4549,
5.4115,35.1791,-32.9605,-151.5201,86.3414,-168.9882,-88.3002,17.4601,-133.5596,0.4923,42.2985,-76.9944,63.9534,79.4549,
20.4115,20.1791,-17.9605,-157.9155,101.3414,-183.9882,-103.3002,32.4601,-148.5596,15.4923,27.2985,-91.9944,78.9534,94.4549,
5.4115,35.1791,-2.9605,-142.9155,116.3414,-198.9882,-94.454,17.4601,-133.5596,0.4923,38.372,-106.9944,68.8728,79.4549,
-9.5885,50.1791,-4.9192,-127.9155,119.0515,-183.9882,-79.454,2.4601,-118.5596,-14.5077,53.372,-91.9944,53.8728,91.5025,
5.4115,35.1791,-19.9192,-142.9155,104.0515,-168.9882,-64.454,0.98366,-103.5596,-0.98366,68.372,-76.9944,38.8728,86.5833,
20.4115,20.1791,-34.9192,-157.9155,89.0515,-153.9882,-79.454,15.9837,-118.5596,14.0163,53.372,-61.9944,53.8728,101.5833,
35.4115,5.1791,-23.6136,-166.2785,104.0515,-150.5362,-94.454,30.9837,-133.5596,29.0163,38.372,-76.9944,68.8728,116.5833,
20.4115,20.1791,-8.6136,-151.2785,89.0515,-165.5362,-104.7847,15.9837,-123.4789,14.0163,35.9119,-91.9944,53.8728,101.5833,
5.4115,35.1791,6.3864,-136.2785,100.8491,-150.5362,-89.7847,0.98366,-108.4789,-0.98366,50.9119,-76.9944,38.8728,86.5833,
20.4115,43.2917,2.9514,-151.2785,97.4059,-140.6975,-74.7847,-9.8389,-93.4789,-2.9514,65.9119,-83.6314,23.8728,73.7925,
35.4115,28.2917,-12.0486,-166.2785,111.6722,-125.6975,-89.7847,5.1611,-108.4789,12.0486,50.9119,-68.6314,38.8728,88.7925,
50.4115,13.2917,-27.0486,-161.8508,126.6722,-110.6975,-104.7847,20.1611,-123.4789,27.0486,35.9119,-53.6314,53.8728,103.7925,
35.4115,-1.7083,-12.0486,-146.8508,111.6722,-125.6975,-89.7847,7.3788,-108.4789,12.0486,50.9119,-68.6314,68.8728,88.7925,
20.4115,13.2917,2.9514,-131.8508,96.6722,-140.6975,-74.7847,-7.6212,-93.4789,-2.9514,65.9119,-71.3329,53.8728,73.7925,
18.2023,28.2917,17.9514,-116.8508,96.9136,-155.6975,-79.2035,-18.2023,-78.4789,-17.9514,80.9119,-56.3329,38.8728,85.1069,
33.2023,13.2917,2.9514,-131.8508,103.3092,-140.6975,-94.2035,-3.2023,-93.4789,-2.9514,65.9119,-71.3329,53.8728,100.1069,
48.2023,-1.7083,-12.0486,-146.8508,118.3092,-125.6975,-109.2035,11.7977,-108.4789,12.0486,50.9119,-86.3329,68.8728,115.1069,
33.2023,-1.9678,-27.0486,-161.8508,103.3092,-140.6975,-94.2035,26.7977,-101.3414,1.9678,65.9119,-101.3329,53.8728,100.1069,
18.2023,13.0322,-12.0486,-146.8508,88.3092,-146.6004,-79.2035,11.7977,-86.3414,-13.0322,80.9119,-86.3329,38.8728,85.1069,
3.4437,28.0322,-0.49183,-131.8508,91.0107,-161.6004,-94.2035,0.49183,-101.3414,-28.0322,65.9119,-101.3329,43.783,70.1069,
18.4437,16.2341,-0.49183,-146.8508,106.0107,-170.7061,-109.2035,15.4918,-116.3414,-13.0322,50.9119,-116.3329,58.783,82.155,
33.4437,10.3307,-15.4918,-161.8508,91.0107,-155.7061,-124.2035,30.4918,-131.3414,1.9678,35.9119,-119.5433,62.4776,97.155,
37.3885,-4.6693,-30.4918,-176.8508,76.0107,-170.7061,-109.2035,42.3078,-116.3414,8.855,34.4366,-134.5433,47.4776,82.155,
22.3885,10.3307,-15.4918,-161.8508,91.0107,-155.7061,-94.2035,27.3078,-101.3414,-6.145,49.4366,-119.5433,62.4776,97.155,
27.0571,25.0889,-30.4918,-146.8508,82.155,-170.7061,-109.2035,15.2504,-116.3414,-10.3312,34.4366,-134.5433,50.6705,82.155,
12.0571,40.0889,-15.4918,-147.0922,97.155,-185.7061,-113.64,17.2187,-131.3414,-20.1696,19.4366,-149.5433,61.4935,91.0107,
8.3634,55.0889,-30.4918,-162.0922,112.155,-193.3353,-98.64,32.2187,-116.3414,-8.3634,34.4366,-147.0922,75.268,96.914,
23.3634,40.0889,-45.4918,-176.1174,97.155,-178.3353,-97.4056,47.2187,-101.3414,6.6366,49.4366,-132.0922,60.268,81.914,
8.3634,55.0889,-30.4918,-161.1174,112.155,-163.3353,-82.4056,54.1142,-86.3414,6.8875,64.4366,-117.0922,75.268,96.914,
23.3634,40.0889,-26.073,-152.9956,107.7371,-178.3353,-97.4056,69.1142,-101.3414,21.8875,49.4366,-132.0922,90.268,111.914,
