"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
0.91497,-13.728,-36.6073,1.8299,24.7102,-0.91497,27.4559,37.5223,16.4737,-17.3887,15.5579,-2.7458,-10.9822,-7.3215,
-4.1735,-0.54921,-35.7838,6.7538,20.9397,-2.233,26.2656,28.4074,17.7732,-12.2267,11.4216,1.5376,-5.2896,-8.2551,
0.19552,-0.97417,-29.519,15.0429,21.0553,-3.4719,25.1476,29.9058,2.6068,-6.4604,-1.6188,1.9024,-15.4974,-0.89621,
2.4716,-2.2877,-17.2227,16.4282,23.9107,-0.060732,21.3509,42.2114,-1.7533,-2.8691,-4.7245,3.1612,-25.0919,-5.8752,
0.49297,0.59486,-15.2739,13.613,9.6635,-3.7174,11.833,40.68,0.18226,-10.9329,-3.5256,8.4635,-29.0774,-11.9287,
-3.6548,-1.7291,-19.3915,16.9144,11.3719,0.62387,14.3263,35.9509,1.5438,-11.6503,-9.2631,15.7346,-25.0445,2.0566,
-17.5355,-15.7254,-32.328,1.7995,3.8256,-0.78601,2.027,23.2692,-0.83714,-16.9003,-17.4021,3.3508,-25.8301,4.2215,
-19.3142,-18.5276,-37.7948,-7.5457,-2.81,1.0915,-4.5007,26.4492,8.3658,-15.8858,-2.2579,4.9802,-23.3649,5.7986,
-16.7829,-18.7893,-35.0697,-4.8056,-3.0988,-0.34729,-1.0283,38.9622,2.8298,-17.221,1.6241,7.8837,-23.3363,5.9081,
-13.9455,-9.425,-38.4566,-3.6018,-0.16759,4.2497,-2.7961,40.3711,-0.085324,-17.1022,-2.1345,-2.6561,-19.19,0.97751,
-5.7869,5.2405,-30.6581,5.7661,8.0793,15.8923,-14.5268,37.9484,9.0716,-16.0765,8.0604,-6.1579,-12.5475,-1.8265,
-8.6425,4.0965,-24.7,14.1145,12.6282,17.2266,-14.1122,46.1966,7.1544,-18.3147,3.459,-1.6698,-8.5918,-4.9197,
-10.4127,-7.5894,-20.9301,4.5733,7.7518,15.7351,0.83452,40.2212,9.013,-12.1831,-5.4429,-0.1967,-4.8735,-0.50674,
0.27931,-4.3883,-12.3528,-9.4282,11.8633,12.9611,13.6825,23.7079,17.6245,-1.384,4.9509,-0.1849,-4.5802,-0.47633,
-1.5678,-2.2946,-10.6971,-18.0152,19.3875,4.8615,11.0311,9.8449,12.9059,-3.1322,13.8057,5.3173,-6.1366,-11.4304,
-4.6766,-9.9363,-16.0039,-20.1371,13.1906,5.0277,11.7422,9.7121,8.0137,-7.9779,8.8587,8.2019,-8.0563,-6.6259,
0.17973,-13.9158,-18.7044,-14.3532,-1.7008,2.8961,1.8854,12.7901,-0.70438,-14.8207,-1.7401,0.38836,-21.6729,2.9239,
4.7446,-3.0145,-14.8364,-3.4256,-14.0397,-0.024278,-4.6343,23.9199,-3.4079,-13.0165,0.19514,4.9399,-34.4725,13.7298,
-3.3194,-1.4599,-13.4883,-8.2528,-6.3329,-3.2256,-0.23755,14.7053,-1.8305,-12.6925,-1.1894,4.1864,-33.0321,1.4668,
0.99884,-0.91481,0.59152,-0.89369,3.6568,6.5777,10.3014,8.7898,9.7199,-6.8969,-0.6606,2.5628,-21.4404,-7.3151,
-1.8073,-5.4361,-0.35937,0.075328,-4.7995,8.0134,9.6838,20.16,6.3905,-7.3985,-12.5186,7.9001,-26.561,1.3598,
-8.1054,-4.1949,-6.7443,-5.4207,-4.5115,10.2783,4.5262,33.0504,6.922,-3.2948,-13.5974,16.5775,-27.7131,15.0061,
-17.2284,-8.061,-12.2882,-15.6198,-3.7838,5.543,-5.3547,32.9832,6.0496,-4.4691,-3.1722,7.8044,-27.4232,12.7329,
-18.4825,-13.5268,-12.0089,-16.9713,-10.4203,1.0917,-5.4913,23.2248,4.3138,-9.2346,2.9667,-4.104,-22.5741,1.4446,
-4.1026,1.3848,-8.0846,-6.3428,-2.0157,10.6364,5.3633,25.035,16.41,-0.9011,0.50084,3.9216,-18.0168,-0.014931,
1.1767,9.1666,-8.057,-3.674,4.9692,9.5408,4.584,27.6511,14.053,1.4404,-7.3082,7.8045,-26.5447,-0.47152,
-5.3004,-3.2806,-2.9979,-7.1143,3.7561,11.7141,7.0547,29.6528,15.0397,-1.3909,-5.9547,4.5905,-22.2062,6.8782,
-10.9305,1.0344,-4.1914,-6.2299,-0.58746,18.7902,-2.0633,28.3311,19.1714,-2.6808,-6.9699,2.9426,-17.6715,7.8389,
-7.5298,14.6995,-4.8548,-2.1963,-2.3839,12.1712,-12.9217,29.3761,7.953,-0.69002,-13.874,1.8502,-25.7635,2.792,
-4.3318,6.4965,-4.5631,-3.894,-4.0703,5.9499,-2.0796,26.699,-0.76017,0.26678,-10.2954,4.4854,-23.3014,-0.12089,
-5.9031,-1.2143,-0.62904,-0.91502,10.2739,15.6597,9.0278,30.5882,13.3854,7.5727,0.38915,16.113,-7.8033,1.7167,
-11.04,2.5188,-1.5067,-6.3512,12.9461,12.8897,-3.4115,33.3282,9.4645,1.6272,-6.9552,6.9094,-1.3015,3.4441,
3.7224,7.8592,0.41451,-5.9701,-1.9306,9.3706,-9.6133,44.1415,-5.2034,-11.2834,-15.6902,-2.6566,-10.3757,17.3374,
16.3975,7.8451,5.4228,1.2512,-15.9148,12.9266,-5.8333,43.7813,-15.0438,-15.6405,-17.0371,10.7724,-7.4649,27.3649,
15.4132,2.7983,1.4371,4.8373,-12.843,10.3206,-8.2286,30.1718,-11.3959,-10.1259,-20.5901,22.0245,-10.6781,20.2319,
18.607,3.0883,-2.7677,0.42838,-12.5303,2.8378,-4.5321,19.6671,-8.4243,-4.4847,-17.0668,9.263,-13.2403,4.9179,
8.7963,6.1058,5.1777,-1.8843,-7.6598,-0.53527,6.265,13.4543,6.1812,-2.8419,-7.3485,-3.6479,-2.8357,-9.4771,
-4.5436,5.7395,13.1035,3.7194,1.9512,2.2426,10.4648,12.6462,19.9103,1.9043,2.2438,2.9775,11.4345,-18.2317,
-1.5257,3.5648,10.4869,5.3266,4.5803,3.0235,7.0916,12.8028,20.2599,6.3662,1.1947,6.46,14.9516,-20.7981,
6.8019,4.2663,18.0946,4.0916,10.7115,1.0108,7.5806,14.78,24.5354,13.3053,4.7833,6.9869,12.2242,-12.2292,
-1.8423,-1.4808,21.585,-6.2207,6.4086,-3.6251,6.2113,7.4871,26.7245,8.8466,6.3267,1.0766,14.2361,-0.51277,
3.7594,4.0991,6.1899,-4.9329,-7.7044,-3.408,2.1774,9.7832,17.7991,-3.5826,1.3709,-5.3941,16.1272,4.0941,
3.9913,11.6321,-7.0795,-4.1786,-10.4454,-4.576,-6.6471,20.6368,3.4607,-4.7401,-8.3202,-4.6129,1.0596,2.4752,
-2.6542,1.7824,7.4453,-8.504,4.2814,-0.64027,-7.1637,24.8897,-1.3222,7.4419,-7.8206,6.6465,-3.6647,8.7336,
3.9111,-12.0521,10.2873,-5.2484,1.8225,5.8042,-4.9035,17.9052,0.58746,2.4192,-12.8433,-0.15925,5.707,7.2942,
16.4885,0.5682,1.4327,1.473,-7.4391,10.9466,-3.6943,21.4066,6.9578,-5.9623,-12.9877,-5.6412,6.2796,-3.2107,
10.466,11.0588,5.465,-5.4794,-1.9587,2.5109,-12.1666,13.2582,-3.9843,-6.9771,-13.5809,-6.6752,-3.707,-17.1181,
10.7539,10.3953,5.138,-6.9805,1.8196,-9.5369,-10.5216,-1.6373,-15.6424,-6.5584,-26.494,-7.1897,2.007,-27.1586,
18.3451,5.1959,5.7446,3.5047,2.6253,-19.032,3.8376,-10.3184,-4.6367,-5.25,-27.6501,-3.0975,7.3781,-16.3768,
15.414,3.9687,11.806,4.2098,7.9589,-27.0427,3.6069,-14.2754,-0.69817,-1.2747,-12.2636,-3.8271,3.2742,-11.7339,
19.0653,11.0516,14.758,2.1268,7.481,-24.5048,2.476,-25.3165,-4.3166,1.548,1.2848,-6.3428,4.9082,-11.9453,
14.7182,6.2703,4.2636,2.4567,1.9989,-32.6434,0.95411,-37.068,-10.0066,-6.3247,-4.7404,-6.4197,-5.911,-3.4496,
8.3431,-2.3428,0.34662,3.2247,7.3692,-44.7848,-5.5092,-36.6743,-12.1524,-8.6905,-8.1172,-0.5443,-18.3698,4.0792,
15.6228,-2.6592,6.2753,11.7256,7.3858,-51.3354,-2.8908,-36.7617,-2.728,0.52525,1.0642,1.7771,-12.2331,-3.944,
17.8878,-2.9572,10.9319,13.3103,3.7394,-47.7978,7.8074,-48.656,-3.0218,-4.5394,2.3737,-4.2786,-7.3809,-17.8074,
21.8481,-0.4919,18.0545,12.9687,14.0394,-47.2178,17.8632,-58.1772,-3.2985,-3.81,4.5182,-1.734,-2.8203,-12.7066,
16.8765,-4.1231,10.5656,17.6822,19.6035,-42.5539,14.9615,-51.0258,-3.1005,1.9101,4.248,2.0316,-4.481,-9.1984,
4.4238,-10.7393,2.1523,17.0791,15.2245,-39.5436,9.0302,-53.9128,-3.3716,2.2534,14.5174,4.1976,-1.9243,-11.8494,
