"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-24.5156,-16.3437,27.5803,-16.3437,161.3958,19.4084,80.6974,-1.0212,-3.0647,-11.2366,1.0212,-21.4509,18.3872,11.2366,
-28.0914,-14.8124,29.1117,-13.7901,171.099,26.0479,80.1863,-1.5323,-2.5536,-12.7689,1.5323,-21.962,17.8761,8.682,
-34.2198,-14.8114,30.1339,-11.7467,179.2719,32.1773,76.1014,-2.5536,-1.5323,-16.8548,1.5323,-26.0479,13.7901,1.5323,
-20.4302,-8.1724,31.6657,-6.1289,194.2719,47.1773,76.612,2.043,-5.1077,-17.3655,-2.043,-21.4514,10.2148,5.1077,
-10.7259,-4.5966,31.1556,-3.5753,209.2719,62.1773,74.0574,3.5753,-12.7684,-19.919,-9.7047,-19.919,4.5966,5.6178,
0.51062,-0.51062,31.1556,-0.51062,224.2719,77.1773,72.0149,6.64,-18.8978,-22.9837,-15.8331,-17.8756,-1.5319,6.64,
6.1289,-2.043,25.5373,-3.0642,239.2719,88.8698,64.3542,3.0642,-30.6445,-30.6445,-28.601,-21.4514,-13.2795,2.043,
14.8109,-0.51062,21.9615,-2.5541,254.2719,101.6377,59.7571,2.5531,-39.3275,-36.2628,-37.285,-21.9625,-21.9625,0.51062,
22.4726,1.0217,19.4079,-2.043,269.2719,113.3854,55.1601,2.043,-49.0317,-40.8598,-46.9882,-22.4726,-29.6233,-1.0217,
30.6445,2.043,16.3442,-2.043,284.2719,125.6432,50.0529,2.043,-58.2248,-46.9882,-56.1813,-23.4939,-38.8164,-3.0642,
39.327,3.5748,13.7901,-1.5323,299.2719,138.4116,45.4564,1.5323,-66.9073,-51.5848,-65.886,-24.0045,-47.4988,-4.597,
48.0104,5.1077,10.2148,-1.0217,314.2719,151.18,40.8598,1.0217,-75.5907,-57.2035,-74.5685,-24.5161,-56.1823,-6.1289,
55.6707,6.6395,7.6608,-0.51111,329.2719,162.9272,36.2623,0.51111,-85.2945,-61.8001,-84.2732,-25.0267,-63.8436,-7.6617,
63.8426,7.6608,4.597,-0.51111,344.2719,175.185,31.1551,0.51111,-94.4876,-67.9295,-93.4663,-26.0479,-73.0367,-9.7042,
73.0367,10.7255,1.5323,-0.51111,359.2719,189.4862,27.0692,0.51111,-104.7029,-70.9932,-105.7241,-27.0692,-82.2298,-10.7255,
73.5468,18.3862,10.2143,0,374.2719,191.0186,28.6015,0,-89.7029,-58.2253,-97.0421,-23.4944,-69.4618,-11.2366,
73.5468,24.5156,18.3862,0,373.8653,191.0186,29.6228,0,-74.7029,-45.9675,-88.8703,-20.4297,-56.1818,-11.2366,
69.972,22.9833,16.8548,-1.5323,360.0752,176.2072,37.2845,1.5323,-59.7029,-34.2198,-73.8703,-35.4297,-41.1818,-24.0045,
64.3537,21.4509,23.4944,-13.279,349.3497,167.5242,49.0312,13.279,-44.7029,-39.8381,-58.8703,-50.4297,-29.6237,-32.6875,
56.6924,29.1122,22.9837,-22.9837,334.3497,155.777,53.6277,14.8119,-29.7029,-30.1344,-43.8703,-37.284,-14.8119,-17.6875,
41.6924,27.5803,14.3013,-37.9837,319.3497,140.777,49.0322,8.1719,-21.4509,-29.6228,-28.8703,-28.6015,-9.1931,-8.1719,
28.602,12.5803,3.0642,-51.0742,304.3497,125.777,41.8811,-3.0642,-36.4509,-18.3867,-25.5373,-13.6015,-23.4939,6.8281,
22.9833,6.6395,2.5536,-49.5423,289.3497,110.777,39.327,-2.5536,-43.4129,-20.9408,-26.0479,-12.7689,-22.9833,7.6608,
17.8761,3.5748,2.5536,-47.4998,274.3497,98.5735,38.3057,-2.5536,-41.3704,-21.962,-26.0479,-14.8124,-20.9408,6.6395,
13.7897,0.51062,3.5753,-44.4346,259.3497,92.4446,37.284,-0.51062,-39.3275,-22.9837,-25.0272,-15.8331,-18.8978,6.639,
10.2153,-1.0212,5.1072,-40.8593,244.3497,86.8268,37.7956,1.0212,-36.7734,-22.4731,-23.4944,-16.3437,-16.3437,6.1294,
6.1289,-3.0642,6.1289,-37.7951,229.3497,80.6979,36.7739,3.0642,-34.7304,-23.4939,-22.4726,-17.3655,-14.3008,6.1289,
3.5753,-3.5753,8.6825,-33.1991,214.3497,75.0787,38.3053,5.6178,-30.1344,-21.9625,-19.919,-16.8553,-9.7047,7.6612,
3.0647,-3.0647,13.28,-26.5581,199.3497,72.5256,40.8593,11.2366,-24.5156,-19.4084,-15.3225,-14.3003,-4.0859,11.2366,
0.51062,-3.5753,15.8331,-21.9615,184.3497,67.929,42.3922,13.7906,-20.9403,-17.8756,-12.7684,-13.7897,-0.51062,11.7472,
-3.0642,-5.1077,16.3442,-16.3432,169.3497,60.2682,40.8598,15.323,-16.3432,-19.4079,-13.2795,-14.3008,3.0642,10.2148,
-2.5536,-5.6183,16.8548,-15.8326,154.3497,59.7576,41.3704,14.8124,-15.8326,-17.8761,-13.7901,-11.7467,2.5536,11.7477,
-1.5319,-5.6178,17.8766,-15.8331,139.3497,58.7359,41.3699,13.7906,-16.8544,-16.8544,-15.8331,-8.6825,1.5319,12.7684,
0,-6.1284,19.4084,-15.3225,124.3497,57.204,41.8815,13.28,-16.3437,-14.3003,-16.3437,-6.1284,0,14.3013,
0.51062,-5.6178,20.9413,-13.7897,116.9612,56.6934,41.3709,13.7906,-16.8544,-12.7684,-17.8756,-2.5531,-0.51062,14.8119,
1.0217,-7.1501,20.4302,-14.3008,115.4288,55.1611,40.8598,12.2583,-17.3655,-12.2573,-19.4079,-1.0217,-2.043,15.323,
