"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
0.97337,-14.6042,-38.944,1.9467,26.2874,-0.97337,29.2084,39.9173,17.5253,-18.4986,16.551,-2.921,-11.6832,-7.7888,
-4.3815,-1.4605,-40.4045,7.3016,23.8535,-2.4339,29.6947,32.6157,19.9591,-14.1171,13.1437,1.4605,-6.3283,-9.2493,
0,-1.9477,-36.0239,16.551,25.3131,-3.8944,30.1818,36.0229,4.9591,-8.7631,0,1.9467,-17.5252,-1.9477,
2.4339,-3.4073,-24.8269,18.9848,29.6947,-0.48715,27.7479,51.0229,0.48715,-5.3549,-3.4073,3.4073,-28.7213,-7.3016,
0.48668,-0.48668,-23.8531,17.0386,16.0643,-4.3811,18.9853,52.0881,2.4343,-14.1166,-2.4334,9.2498,-34.5629,-14.1166,
-3.8944,-2.921,-29.2084,21.4196,18.4986,0,22.393,49.6538,3.8944,-15.5776,-8.7622,17.5252,-32.1285,0,
-18.8944,-17.921,-44.2084,6.4196,11.1965,-1.4601,10.2231,38.4573,1.4601,-21.9063,-18.0119,5.3554,-34.5629,2.4343,
-21.9059,-21.9059,-52.0877,-3.4073,4.3815,0.48715,3.4082,43.3255,11.197,-21.9059,-3.0119,7.3026,-33.5891,4.3815,
-20.4458,-23.3668,-51.601,-0.97383,3.8949,-0.97383,6.815,58.3255,5.8416,-24.3402,0.97383,10.7094,-35.05,4.8682,
-18.4986,-14.6042,-57.4426,0,6.8154,3.8944,4.8687,62.3113,2.921,-25.3131,-2.921,0,-32.1285,0,
-10.7094,0.39578,-51.601,9.736,15.5781,16.5514,-7.7893,62.3108,12.657,-25.3136,7.7883,-3.8949,-26.2869,-2.9206,
-14.1166,-0.48668,-47.2194,18.9853,20.933,18.9853,-8.2755,73.5078,11.1965,-28.7208,3.4077,0.48668,-22.8797,-6.3278,
-16.5514,-12.657,-44.7856,9.736,16.5514,18.4982,6.7245,70.0996,13.6304,-23.3668,-5.8416,1.9472,-19.4724,-1.9472,
-5.8416,-9.736,-36.9968,-4.8673,21.4201,16.5514,20.4458,55.0996,23.3668,-12.6561,4.8682,1.9472,-19.4715,-1.9472,
-7.7888,-7.7888,-36.0239,-14.6042,30.1818,8.7622,18.4986,41.865,19.472,-14.6042,14.6042,7.7888,-21.4196,-13.6309,
-11.196,-16.0647,-42.3521,-18.0115,24.8269,9.2493,19.9591,42.3521,15.0914,-19.9591,10.2227,11.197,-23.8535,-9.2493,
-6.3283,-20.9325,-46.2465,-13.1437,9.8269,7.3026,10.2227,46.2465,6.3283,-27.7479,-0.48715,3.4082,-38.8535,0.48715,
-1.4605,-10.2236,-43.3255,-2.4348,-3.4082,4.3806,3.4073,58.9031,3.4073,-26.7746,1.4605,8.275,-53.8535,12.1694,
-9.7365,-8.7622,-42.8384,-7.7888,3.8944,0.97337,7.7888,50.6272,4.8678,-27.2608,0,7.7888,-54.5216,0,
-5.3544,-8.2755,-28.7208,-0.48668,14.1175,11.1965,18.9853,45.2727,17.0386,-21.9054,0.48668,6.3287,-44.2984,-9.2488,
-8.2759,-13.1437,-29.6947,0.48715,5.3549,13.1437,18.9858,57.9297,14.1171,-22.8792,-12.1703,12.1703,-51.1143,-0.48715,
-15.0914,-12.1703,-36.5101,-5.3549,5.3549,16.0647,14.1171,72.9297,15.0904,-18.9858,-14.1171,21.9059,-54.0353,14.1171,
-25.314,-16.551,-42.8384,-16.551,5.8411,11.6832,3.8944,74.9678,14.6042,-20.4454,-3.8944,13.6309,-55.4959,12.6566,
-27.7479,-22.8802,-43.3255,-18.9858,-1.4605,7.3016,3.4073,66.6919,13.1437,-25.8003,2.4339,1.4605,-52.0877,1.4605,
-13.6299,-7.8802,-39.9173,-8.7622,6.8154,17.5252,14.6042,70.1001,26.2874,-17.5243,0,9.7365,-48.6804,0,
-8.2755,0.48668,-40.404,-6.3278,14.1175,17.0386,14.1175,74.4812,24.8274,-15.0909,-8.2755,14.1175,-58.9026,-0.48668,
-15.0909,-12.1699,-35.5363,-10.2222,13.1442,19.9596,17.0386,78.3755,26.7741,-18.011,-7.3021,11.1965,-55.9816,7.3021,
-21.4187,-7.7888,-36.9972,-9.7355,8.7631,28.2351,7.7888,78.8622,32.1295,-19.472,-8.7622,9.7365,-52.5748,8.7631,
-18.4986,6.8145,-37.9706,-5.8421,6.8145,22.393,-3.8944,81.7823,21.4187,-17.5252,-16.5519,8.7622,-62.3113,3.8944,
-15.5771,-0.97383,-37.9701,-7.7883,4.8682,16.5514,6.815,80.8094,12.657,-16.5514,-13.6304,11.6837,-61.3365,0.97383,
-17.5252,-8.7622,-34.0762,-4.8678,19.8682,27.2608,18.4986,86.651,27.657,-8.7622,-2.921,24.3397,-46.3365,2.921,
-23.3668,-4.8682,-35.05,-10.7094,23.3668,25.3136,5.8416,91.5183,24.3402,-14.6038,-10.7094,15.5771,-39.9178,4.8682,
