"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-1.8809,8.4657,13.1697,20.695,-47.9739,-0.94044,0.94044,14.1101,10.3475,-8.4657,-10.3475,-4.7031,-21.6354,31.0425,
-0.47067,9.8768,25.8678,24.9274,-49.385,-7.9959,0.47067,15.5212,7.9959,-6.1142,-9.8768,-15.5212,-36.6354,34.3344,
-3.2924,7.0551,39.038,28.6905,-55.9694,-16.4612,3.2924,13.6399,9.8773,-3.2924,-14.5803,-30.5212,-51.6354,26.8096,
-4.2333,4.2333,37.1566,27.7496,-61.6134,-20.2243,4.2333,9.8768,6.1142,-7.9959,-21.1647,-23.9869,-46.5628,19.2839,
-0.47067,0.47067,28.69,25.8678,-67.2578,-17.4021,7.0546,12.699,7.0546,-2.3515,-18.3434,-8.9869,-42.8006,22.1052,
-1.8813,-0.94088,22.5754,26.338,-65.8467,-15.9914,7.5248,12.2288,11.2875,0.94088,-24.4572,-21.6359,-57.8006,25.3976,
-1.8809,6.5848,19.7545,31.9829,-53.6179,-5.6435,0,15.9919,12.2293,0,-25.3981,-17.8728,-53.6179,27.2798,
-6.5848,-2.8222,10.3475,32.9233,-68.6179,-7.5253,2.8222,19.7536,17.8728,5.6435,-14.1101,-12.2284,-45.1521,37.6264,
-3.7631,-5.644,1.8813,39.5077,-83.6179,-7.5257,7.5248,28.2198,26.3389,20.6435,-3.7631,-1.8813,-45.1521,44.2108,
-3.2924,-0.47022,-1.4116,41.8593,-68.6179,-10.8177,0.47022,28.6905,17.4025,16.4612,-4.2329,4.2329,-44.6819,29.2108,
-4.2333,-4.2333,7.0555,39.0375,-53.6179,-19.2839,3.292,23.0465,12.699,3.292,-3.292,-10.7671,-40.9188,23.9869,
-1.4111,1.4111,16.4617,36.2162,-43.7406,-11.7577,7.9959,18.3434,11.7586,-1.4111,-1.4111,-15.5203,-25.9188,34.3344,
-1.8818,4.7031,15.991,31.0416,-36.686,-5.6444,0,20.6941,6.5848,0,-10.3475,-5.6444,-39.5082,21.6354,
0.94044,0.94044,0.991,20.6941,-39.5082,-10.3475,-12.2293,23.5163,0,0,-25.3475,-11.2879,-54.5082,9.4062,
4.2333,1.4111,-3.292,23.0465,-43.7406,-11.7577,-1.4111,23.0465,9.8777,4.2333,-16.4617,-17.4021,-39.5082,24.4062,
-5.1733,-3.2924,7.0551,30.5713,-45.6224,-19.2834,6.1146,15.5208,17.4026,3.2924,-7.9955,-22.1056,-38.0971,36.2158,
0.47067,-3.2929,8.9364,29.6305,-30.6224,-13.6395,-0.47067,17.4021,7.9959,3.292,-14.5808,-7.1056,-35.2749,23.9869,
-0.94044,-13.1697,6.5848,15.991,-30.1011,-15.991,0.94044,13.1697,0.94044,-1.8809,-23.5163,0.94044,-32.9233,15.0506,
-4.7035,-1.8813,21.5848,28.2198,-45.1011,-16.9319,8.4662,15.051,15.9404,1.8813,-10.347,-2.8218,-29.1602,24.4572,
-11.7581,-3.2924,18.343,35.2744,-48.4446,-17.4026,3.2924,17.4026,21.1652,3.2924,-6.1146,-7.0551,-37.1566,34.334,
-10.8177,-18.2924,20.2239,37.1562,-53.1476,-23.0465,11.7581,22.1056,23.9865,10.8177,-15.5208,-12.6995,-43.741,40.9188,
-3.7626,-15.991,22.5758,31.9829,-55.4992,-30.1011,10.3475,18.8132,13.1697,3.7626,-29.1607,-27.6995,-47.9739,25.9188,
-1.4111,-1.4111,12.699,27.7496,-45.6228,-21.1656,5.1737,20.2243,12.699,1.4111,-14.1607,-29.6314,-32.9739,21.1647,
-7.9955,-9.8773,2.352,27.75,-47.5037,-23.9865,-2.352,19.2834,17.4025,7.9955,0.83931,-14.6314,-23.9865,30.5713,
-3.2924,-11.7581,3.2924,26.8087,-48.4441,-32.4531,-8.9359,11.7581,9.8773,7.0551,-14.1607,0.36864,-38.9865,24.9278,
7.9955,0.47022,3.2924,25.8683,-35.2753,-23.047,-0.47022,12.6986,9.8764,-0.47022,-22.1056,-8.9368,-41.8602,18.343,
8.9359,3.2924,-3.2924,27.7491,-33.3935,-9.8773,-0.47022,26.8087,13.639,-7.0551,-18.343,0.47022,-26.8602,21.1643,
6.5839,-1.8818,4.7031,33.8638,-48.3935,-13.1697,-5.6444,31.0416,16.9314,0,-22.5758,0,-37.6269,28.2194,
6.5844,-0.94088,3.7622,33.8642,-63.3935,-14.1097,-9.4066,25.3976,13.1692,0.94088,-24.4572,-15,-52.6269,24.4572,
2.8222,11.2879,0.94044,35.7455,-52.6774,-0.94044,-5.6444,33.8638,11.2879,-0.94044,-14.1101,-4.7031,-38.5673,28.2203,
-8.4657,0.94044,9.4062,39.5082,-67.6774,-10.3475,-0.94044,43.2708,17.8728,4.7031,-11.2879,-2.8222,-38.5673,34.8042,
-6.1146,-5.1733,15.5208,39.9784,-71.0204,-7.0551,-1.4107,45.6219,22.1056,14.5803,-8.9359,1.4107,-38.0971,36.2158,
-10.347,-2.8218,6.5844,29.1611,-67.728,-9.4066,-6.5844,31.042,15.051,3.7631,-11.2875,2.8218,-31.9824,28.2198,
-10.8177,0.47022,19.2843,37.1562,-69.1386,-15.5208,0.47022,27.75,19.2843,-0.47022,-16.4612,-12.1782,-35.2749,36.2158,
-4.2329,-0.47022,32.4531,42.7997,-58.792,-8.9368,0.47022,28.6905,20.2239,3.2924,-18.343,-26.8092,-41.8597,34.334,
-0.47022,-3.2924,39.9784,40.9188,-65.3764,-10.8177,0.47022,27.7491,26.8087,8.9359,-7.9955,-33.394,-56.8597,28.6905,
-3.2924,-6.1137,43.741,44.6815,-80.3764,-22.1056,3.2924,27.75,30.5722,10.8177,-7.9955,-34.334,-71.8597,35.2753,
0,-6.5848,37.6264,44.2113,-90.3038,-26.3385,0,28.2203,26.3385,9.4071,-22.9955,-19.7541,-63.9653,37.6264,
0.94044,-8.4657,31.9829,35.7455,-75.3038,-28.2203,-6.5848,25.398,20.695,6.5848,-18.8132,-4.7541,-48.9653,22.6264,
-6.1142,-6.1142,23.9869,32.4536,-75.7235,-25.8678,-8.9364,24.9283,15.5212,7.9959,-7.0546,6.1142,-43.7406,21.1656,
-3.7626,-0.94044,26.3385,46.093,-90.7235,-15.9914,-0.94044,31.9829,26.3385,14.1101,-9.4062,0.94044,-50.7957,36.1656,
-1.4111,1.4111,33.394,42.8002,-81.3674,-14.5799,-9.8768,25.8687,19.2839,5.1737,-18.3425,-1.4111,-56.9098,32.4536,
0,0,31.982,27.8002,-66.3674,-16.9323,-14.1101,21.6354,6.5848,-2.8222,-16.9323,13.1688,-47.9743,17.4536,
-2.8218,-5.644,22.5763,28.2198,-78.0755,-21.635,-10.347,17.8723,9.4066,2.8218,-22.5763,12.2288,-47.9739,23.5167,
-2.3515,1.4111,18.3434,37.1566,-77.6048,-18.3425,-19.2839,17.4021,8.9364,-1.4111,-25.8678,5.1737,-42.8002,25.8687,
-2.8222,6.5848,28.2203,38.5677,-65.8462,-13.1688,-14.1101,21.6354,10.3475,-5.6435,-15.0506,2.8222,-29.1607,21.6354,
-7.9959,3.292,34.3344,28.69,-59.7325,-18.3434,-9.8768,17.4021,14.5799,-2.3515,-10.8182,2.3515,-17.4021,17.4021,
-1.4107,-0.47022,36.2158,25.8683,-56.9103,-17.4026,-7.9955,15.5208,14.5803,0.47022,-4.2329,5.1733,-15.5208,17.4026,
7.5253,-4.7031,39.5082,29.1607,-52.677,-15.0506,-0.94044,19.7545,12.2293,-0.94044,-1.8809,0.94044,-23.5163,26.3385,
-0.94044,0.94044,29.1607,20.695,-47.0335,-15.991,-12.2284,14.1101,2.8222,-6.5848,-16.8809,2.8222,-18.8132,28.2203,
-13.1697,3.7626,21.6354,15.0506,-54.5587,-15.991,-11.2879,12.2284,3.7626,-3.7626,-21.6354,14.1101,-30.1011,22.5758,
-8.4662,-2.8218,27.2794,24.4572,-48.9148,-7.5257,-0.94088,24.4572,8.4662,0.94088,-16.9319,20.6945,-45.1011,20.6945,
-0.47022,0.47022,28.6905,23.0461,-33.9148,-2.352,-7.0551,23.9865,4.2329,-5.1742,-16.4621,10.8177,-40.9193,23.0461,
4.2329,12.6995,36.2158,21.1652,-35.2744,-7.9955,-3.2924,12.6995,3.2924,-7.0551,-9.8773,-4.1823,-30.5713,19.2834,
5.6444,8.4657,38.5677,27.2789,-41.3895,-13.1697,-3.7626,6.5848,3.7626,-6.5848,-15.991,-18.8132,-35.7455,8.4657,
3.2924,-0.47022,29.6309,30.5713,-41.8597,-11.7581,-3.2924,14.5803,12.6986,0.47022,-19.2834,-9.8773,-49.385,19.2834,
-1.4111,1.4111,14.6309,18.3425,-51.2668,-11.7586,-9.8777,18.3425,5.1737,-3.2929,-16.4617,3.292,-52.2072,21.1647,
2.3511,7.9955,-0.36909,20.2239,-50.3259,-9.8773,-8.9368,21.1643,0.47022,-4.2329,-15.5217,12.6986,-37.2072,20.2239,
-4.2324,-2.3515,14.6309,33.394,-65.3259,-24.8773,-6.1142,18.3434,13.6404,2.3515,-14.5799,4.2333,-52.2072,27.7496,
-5.1737,-1.4111,23.0465,30.5718,-74.7826,-29.6305,-12.699,13.6404,12.699,1.4111,-10.8173,3.2929,-66.3164,28.6909,
