"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
197.6022,1087.946,172.6177,129.463,-213.5011,26.1199,232.8072,-56.7823,36.3403,-26.1199,-91.9873,-189.6525,-641.6382,-71.5453,
194.7633,1097.5993,165.2362,114.463,-198.5011,35.7732,218.6114,-69.8417,33.5014,-33.5014,-85.7406,-204.6525,-626.6382,-83.4694,
208.3898,1108.954,165.2351,99.463,-183.5011,45.9936,204.9826,-56.2146,19.8738,-19.8738,-77.792,-208.3909,-611.6382,-72.1135,
223.3898,1116.3372,150.2351,84.463,-168.5011,60.9936,191.9238,-41.2146,17.0343,-17.0343,-71.5453,-193.3909,-596.6382,-57.1135,
213.5006,1109.5234,135.2351,69.463,-153.5011,75.9936,176.9238,-37.4757,24.9845,-24.9845,-65.8674,-178.3909,-581.6382,-42.1135,
213.5006,1112.9294,120.2351,54.463,-138.5011,90.9936,186.2453,-23.8481,39.9845,-9.9845,-50.8674,-163.3909,-566.6382,-27.1135,
198.5006,1097.9294,105.2351,39.463,-123.5011,105.6144,172.6182,-38.8481,26.1193,-5.6784,-46.5613,-148.3909,-551.6382,-12.1135,
183.5006,1082.9294,90.2351,24.463,-108.5011,120.6144,157.6182,-53.8481,12.4917,-6.8138,-38.6116,-133.3909,-536.6382,2.8865,
168.5006,1067.9294,75.2351,9.463,-93.5011,135.6144,142.6182,-60.189,1.1359,-15.8989,-28.3912,-118.3909,-521.6382,7.9492,
153.5006,1052.9294,60.2351,-5.537,-78.5011,150.6144,127.6182,-45.4249,-6.8138,-10.2199,-17.0343,-103.3909,-506.6382,22.9492,
138.5006,1037.9294,45.2351,-20.537,-63.5011,153.3116,112.6182,-55.6464,-18.1696,-6.8138,-22.7122,-88.3909,-491.6382,37.4762,
123.5006,1022.9294,30.2351,-35.537,-48.5011,147.6337,97.6182,-70.6464,-33.1696,-21.8138,-37.7122,-73.3909,-476.6382,29.5265,
108.5006,1007.9294,15.2351,-50.537,-33.5011,162.6337,82.6182,-70.41,-38.6122,-27.2553,-32.9332,-58.3909,-461.6382,44.5265,
93.5006,992.9294,0.23512,-65.537,-18.5011,177.6337,67.6182,-74.3848,-47.1296,-21.0097,-21.0097,-43.3909,-446.6382,59.5265,
78.5006,977.9294,-14.7649,-80.537,-3.5011,187.3812,52.6182,-80.6309,-56.7818,-14.7635,-23.8486,-28.3909,-431.6382,46.5613,
63.5006,962.9294,-29.7649,-95.537,11.4989,202.3812,37.6182,-65.6309,-44.2895,-6.8138,-31.7983,-13.3909,-416.6382,61.5613,
48.5006,947.9294,-44.7649,-110.537,26.4989,199.8735,22.6182,-64.7315,-40.8834,-10.221,-29.5265,1.6091,-401.6382,76.5613,
33.5006,932.9294,-59.7649,-125.537,36.9086,184.8735,37.6182,-68.7064,-45.9936,-9.6533,-16.4666,16.6091,-386.6382,61.5613,
20.4414,917.9294,-74.7649,-140.537,21.9086,169.8735,52.6182,-65.8669,-44.2895,-15.8989,-30.6619,19.3061,-371.6382,55.6464,
35.4414,902.9294,-68.7064,-155.537,11.924,154.8735,67.6182,-51.6716,-29.2895,-11.924,-34.6368,18.7384,-356.6382,58.4859,
50.4414,887.9294,-53.7064,-140.537,-3.076,139.8735,82.6182,-36.6716,-14.2895,3.076,-22.7122,3.7384,-341.6382,43.4859,
57.35,872.9294,-38.7064,-125.537,-18.076,124.8735,97.6182,-36.908,0.71048,-0.56768,-37.7122,-11.2616,-333.3114,28.4859,
72.35,857.9294,-23.7064,-110.537,-33.076,109.8735,112.6182,-21.908,15.7105,1.1359,-46.5613,-26.2616,-348.3114,13.4859,
81.1992,842.9294,-8.7064,-95.537,-48.076,94.8735,127.6182,-26.6876,9.6528,-9.6528,-59.6207,-41.2616,-363.3114,-1.5141,
