"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-3.4301,-16.1726,8.3315,61.2585,680.7098,181.8167,-20.0932,-8.3315,-1.4703,-24.9936,1.4703,4.411,-6.3708,12.2521,
-0.7741,-13.732,6.3613,66.8954,653.9672,185.0077,-20.3575,-4.4006,-15.4821,-18.1032,0.89169,10.5171,-15.3,25.617,
2.2125,-3.1066,6.96,61.9013,628.8292,188.0073,-26.9771,-10.0174,-22.5062,-5.2548,-2.102,3.0253,-28.482,22.2316,
3.5506,11.1797,9.973,53.7767,605.1994,190.8268,-18.0073,-0.10536,-17.7252,-8.3701,1.4547,-9.4078,-18.0639,6.7977,
-4.504,11.6017,-2.3875,47.6099,582.9875,193.4772,-14.9666,-3.0392,-21.5626,-17.6698,0.38707,0.95806,-6.1979,14.119,
-9.1352,6.9841,-6.1648,47.693,562.1082,195.9686,-12.1088,-16.9569,-17.3287,-14.6493,4.2844,11.6814,-9.7475,27.3719,
-1.7254,12.4468,1.0658,54.6329,542.4817,198.3105,-2.5608,-6.7404,-19.2291,-13.7699,4.0278,-3.1195,-17.0037,14.5697,
-0.15156,14.1502,-0.46846,41.0635,524.0328,200.5119,-0.93683,6.896,-24.4466,-25.1963,-3.5655,-17.0323,-17.4534,-0.40444,
1.3274,19.6725,6.9108,38.1098,506.6909,202.5811,2.55,1.0919,-8.8798,-20.2534,-0.90086,-10.3529,-11.9957,13.7198,
3.698,23.8821,9.9263,37.2935,490.3894,204.5263,2.8865,-6.3253,5.7529,-15.6081,-5.2578,-14.1427,-20.5874,19.2679,
9.3574,24.4099,11.2915,28.1947,475.066,206.3547,-0.22644,5.8159,-8.0899,-13.6912,-2.9816,-26.0361,-11.511,4.0118,
0.46443,8.8453,-0.65727,26.9934,460.6621,208.0734,-14.3128,3.9976,-4.1735,-15.32,-0.35245,-22.0237,3.2796,-10.3289,
-9.8552,-0.1293,-3.0685,24.8829,447.1224,209.689,-27.5541,-8.4948,9.3085,-9.0104,4.0792,-6.6023,5.6455,4.3908,
-0.9324,13.9785,-1.4141,18,434.395,211.2077,-18.7744,-0.63353,3.3591,-1.1186,1.3842,-2.6632,-8.7933,18.2274,
13.2235,27.2397,-8.1905,16.92,422.4313,212.6352,-10.7867,12.146,-7.6233,-9.8725,-10.4605,-7.4039,-13.278,3.0337,
12.0521,16.5191,-5.7387,17.8651,411.1854,213.9771,-12.0998,7.4972,-11.0869,-22.0222,-9.8324,-5.9802,-3.6599,-7.062,
0.54765,7.6864,0.48641,20.7133,400.6143,204.29,-18.2345,3.1263,-17.2829,-20.7008,-5.3224,-2.6803,-17.1627,-11.5392,
-2.9158,21.3252,-0.032729,18.0006,390.6775,199.3837,-16.6505,5.3895,-7.9144,-8.1866,-4.5131,-3.0104,-17.6032,-5.4555,
5.1002,19.1781,-0.030765,13.9799,381.3368,173.3207,-9.7702,-0.81521,-0.57833,-7.6954,-7.182,-2.8288,-7.7251,4.6737,
14.5966,8.2261,1.9314,18.0421,372.5566,151.5379,-5.2639,-2.7266,-13.2857,-18.0154,-10.6721,-1.6796,-1.3808,1.4521,
5.8787,2.8321,-2.1051,17.9394,364.3032,145.3862,-8.8686,1.3576,-20.3296,-19.8752,-8.071,-2.5588,4.5824,3.3257,
-4.2754,8.542,-0.018496,24.7037,356.545,131.7621,-20.0986,4.2163,-20.0907,-19.663,-4.6475,-9.2669,2.3472,-0.79483,
