"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
105.6319,-67.8373,183.1607,-38.7644,-116.2927,96.9103,3.8769,-22.289,85.2811,-3.8769,149.242,-12.5985,44.5785,-9.691,
104.663,-62.9916,176.3768,-28.1041,-131.2927,81.9103,5.8146,-22.289,70.2811,-12.5985,140.5204,-18.4126,29.5785,-5.8146,
98.8494,-57.1766,180.2536,-13.5669,-125.9832,68.8071,0,-21.3202,78.4976,0,143.4274,-25.1965,15.5056,-11.6292,
104.6635,-54.27,190.9139,-4.8453,-110.9832,83.8071,3.8764,-21.3206,93.4976,-3.8764,140.5199,-32.9498,28.1036,-10.6603,
116.2927,-61.0539,191.8828,-15.506,-100.7871,74.6212,-3.8764,-14.5367,81.4042,3.8764,153.118,-24.2277,21.3197,-8.7217,
109.5083,-62.9921,187.0371,-18.4126,-98.8489,67.8369,11.1236,-29.5367,84.3122,-11.1236,138.118,-34.888,12.5985,-12.5985,
105.1475,-68.3218,195.2743,-21.8046,-88.673,57.6619,20.8357,-29.5574,85.7655,-20.8357,140.0359,-34.4026,23.7432,-20.8357,
98.8485,-68.8067,195.7592,-27.1352,-75.5901,56.2081,5.8357,-15.506,83.3429,-5.8357,151.1802,-28.1041,28.1036,-20.3513,
100.3018,-56.693,187.521,-18.8975,-60.5901,67.3529,7.2684,-27.6201,87.7037,-14.0523,136.1802,-32.4654,21.8041,-7.2684,
108.5399,-67.8373,186.0677,-28.1041,-60.0845,52.3529,0.96887,-27.1352,72.7037,-0.96887,151.1802,-38.7644,14.5367,-22.2684,
109.9932,-59.5996,195.2748,-13.1041,-48.9398,42.1559,9.2061,-21.8051,81.8896,-15.9689,145.8505,-40.2177,22.7739,-19.8664,
110.4781,-53.3006,196.7285,-2.9071,-37.7951,50.3936,2.9071,-17.4438,78.4972,-17.4438,137.6128,-32.9493,18.4136,-13.5674,
119.1998,-60.0845,195.7587,-17.9071,-22.7951,48.4549,5.8146,-17.4442,68.8067,-5.8146,146.3345,-30.0423,18.4126,-26.1659,
114.8389,-53.7855,194.3054,-14.0518,-14.0518,57.6619,20.8146,-25.681,83.8067,-20.8146,131.3345,-38.2799,14.0518,-18.8971,
115.3234,-51.3629,197.6974,-9.691,-28.1041,45.5474,5.8146,-10.681,68.8067,-5.8146,140.5204,-31.9805,7.7523,-12.5985,
119.1998,-50.3931,198.6663,-8.7221,-19.3815,60.085,8.7221,-14.5362,63.9614,-13.5674,127.9223,-28.1041,12.5985,-9.691,
124.5299,-47.9705,203.9964,-8.2372,-17.9277,54.7548,3.392,-8.2372,57.6624,-7.2684,134.2213,-19.8664,15.9909,-3.392,
124.5297,-56.6924,201.0886,-15.9902,-23.743,39.7548,-9.2063,-3.3917,69.2913,3.3917,149.2213,-26.6505,15.0209,-10.1756,
116.7776,-61.5378,190.429,-15.0207,-15.0207,41.1875,5.3302,-18.3917,84.2913,-11.6083,134.2213,-30.5262,16.9593,-5.3302,
126.4686,-57.6614,202.0587,-17.9282,-21.8046,28.589,2.4226,-8.2372,69.2913,-7.2684,149.2213,-15.5262,17.9287,-7.2684,
123.0759,-59.1154,209.3263,-19.3822,-18.4129,17.4435,15.5058,-15.5058,70.7451,-22.2684,155.0568,-21.3204,16.4747,-22.2684,
111.4465,-66.8685,202.5422,-30.0423,-12.598,12.598,18.4131,-22.2895,77.5278,-32.9498,141.4888,-34.888,15.5056,-28.1041,
108.0552,-72.1984,199.1509,-40.2179,-24.7123,19.8666,6.2993,-7.2895,64.4451,-17.9498,149.7267,-19.888,13.0827,-26.6505,
104.6635,-62.0223,200.6044,-28.1041,-20.3508,34.8666,18.4131,-11.6292,79.4451,-32.9498,134.7267,-13.5669,11.6292,-11.6505,
107.0861,-72.1981,203.0271,-30.5267,-16.9593,19.8666,4.3608,-9.2065,69.2911,-17.9498,149.7267,-4.3608,23.7432,-10.1754,
105.6324,-78.4972,195.7592,-26.1659,-19.382,4.8666,2.9075,-19.382,84.2911,-2.9498,156.9953,-5.8146,31.98,-8.7221,
104.1791,-73.1675,191.3984,-21.8051,-34.382,17.9287,0.48443,-15.9905,99.2911,-9.2061,148.7571,-2.4231,17.9287,-0.48443,
91.5799,-80.92,188.4906,-36.8051,-49.382,12.1138,-14.5156,-7.2681,84.2911,1.4535,158.4483,-0.48466,2.9287,-9.2063,
93.5188,-65.92,196.2436,-21.8051,-50.878,27.1138,-17.9287,-6.2995,82.8585,-10.1759,143.4483,4.3608,-4.3608,5.7937,
90.6117,-72.1981,189.4602,-27.6192,-60.569,12.1138,-27.6192,-6.299,75.1052,4.8241,149.7265,6.299,-19.3608,-4.3608,
92.5499,-71.2293,194.305,-26.6503,-45.569,6.299,-12.6192,-12.1136,88.6735,19.8241,150.6958,2.4226,-4.3608,-8.2372,
89.6424,-66.3836,191.3984,-14.0523,-35.3724,0.48443,-1.4533,-15.9905,82.8585,23.7428,135.6958,-0.48443,3.392,-3.392,
95.4565,-75.1057,184.6144,-29.0523,-37.3106,-14.5156,-13.0829,-2.4226,80.9198,38.7428,150.6958,2.4226,3.392,-16.9593,
80.4565,-89.6424,169.6144,-44.0523,-22.3106,0.48443,1.9171,-17.4226,81.8896,23.7428,135.6958,-12.5774,-2.4231,-30.5267,
