"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
353.7268,270.8144,-169.5948,-54.3782,448.4851,433.4096,-70.5303,25.3046,-72.6833,-25.3046,-65.1455,-584.1609,104.9875,104.9875,
368.7268,285.8144,-180.3626,-50.0705,452.7918,439.8703,-68.3767,27.4582,-73.7604,-27.4582,-50.1455,-587.3916,107.141,112.5247,
378.4937,289.119,-184.6698,-50.0705,459.253,440.9479,-72.6838,18.8439,-69.4532,-18.8439,-53.3011,-590.6217,122.141,110.3717,
390.3381,290.196,-179.2866,-58.6853,474.253,450.6382,-69.4537,12.3832,-73.7609,-12.3832,-58.6853,-599.2365,137.141,116.8324,
388.1845,275.196,-164.2866,-60.8389,466.7908,437.7173,-55.4552,13.4602,-62.993,-13.4602,-47.9174,-588.4681,152.141,124.3697,
391.4146,276.198,-169.5947,-47.918,468.9444,447.4076,-59.7619,15.6138,-53.3016,-15.6138,-54.3782,-578.7773,150.2131,124.3691,
380.6462,277.2746,-184.5947,-62.918,474.3281,461.4066,-74.7619,17.7669,-61.916,-17.7669,-61.916,-593.7773,139.4447,127.5998,
365.6462,280.5052,-198.6683,-77.918,462.4831,462.4831,-81.2976,17.7669,-65.1466,-17.7669,-57.6088,-607.8508,135.1375,125.4467,
375.8008,291.8108,-189.5157,-64.6073,463.0214,465.1755,-71.0685,13.998,-55.993,-13.998,-49.5328,-597.6212,150.1375,123.8309,
390.8008,306.8108,-204.5157,-72.1456,478.0214,480.1755,-81.8364,7.5373,-63.5302,-7.5373,-64.5328,-598.6977,165.1375,129.2151,
405.8008,321.8108,-219.5157,-87.1456,493.0214,495.1755,-96.8364,7.5373,-78.5302,-7.5373,-79.5328,-613.6977,180.1375,144.2151,
420.8008,336.8108,-234.5157,-102.1456,508.0214,510.1755,-103.9109,6.9995,-93.5302,-6.9995,-94.5328,-628.6977,195.1375,159.2151,
435.8008,351.8108,-249.5157,-114.6783,523.0214,525.1755,-88.9109,-0.53827,-92.066,0.53827,-101.7568,-643.6977,210.1375,174.2151,
450.8008,366.8108,-264.5157,-129.2151,538.0214,540.1755,-97.9885,1.077,-100.1415,-1.077,-110.9099,-658.6977,217.5122,189.2151,
465.8008,381.8108,-279.5157,-125.4472,553.0214,555.1755,-98.5267,6.999,-102.8339,-6.999,-98.5267,-673.6977,220.2046,204.2151,
480.8008,396.8108,-286.4271,-115.2166,568.0214,570.1755,-100.141,8.6143,-113.0635,-8.6143,-92.6043,-679.4566,220.7433,193.8239,
495.8008,411.8108,-283.7353,-125.4472,583.0214,585.1755,-97.4502,10.2296,-117.9094,-10.2296,-100.6808,-664.4566,206.2055,183.5932,
495.8633,397.8753,-274.0445,-116.8329,598.0214,600.1755,-90.989,18.8439,-102.9094,-18.8439,-99.6043,-649.4566,205.129,188.9769,
481.8653,392.4917,-267.5832,-107.141,598.1594,612.1574,-100.6798,15.6133,-100.6798,-15.6133,-103.9104,-640.1544,197.5923,182.5167,
476.4816,384.9539,-256.8159,-106.0645,602.4666,597.1574,-90.989,0.6133,-100.6808,-0.6133,-88.9104,-633.6942,182.5923,179.2861,
489.9414,395.184,-271.8159,-96.9109,617.4666,612.1574,-85.066,2.1536,-102.2956,-2.1536,-81.8364,-636.3855,197.054,189.5162,
474.9414,380.6467,-278.3516,-100.6808,602.4666,597.1574,-83.4522,17.1536,-96.3737,-17.1536,-94.2196,-643.3851,212.054,181.4402,
459.9414,367.187,-269.199,-105.5262,587.4666,582.1574,-87.2201,16.1516,-101.2191,-16.1516,-108.7558,-642.8468,212.1285,170.1335,
474.9414,382.187,-282.1195,-101.2181,602.4666,597.1574,-89.3742,7.5373,-107.6793,-7.5373,-94.7579,-655.7672,197.1285,174.4407,
473.7898,380.109,-268.122,-99.0655,617.4666,605.1584,-76.4522,7.5378,-92.6793,-7.5378,-79.7579,-653.6147,188.4392,179.8249,
458.7898,365.109,-266.5062,-104.9875,602.4666,590.1584,-81.2976,10.2291,-88.8354,-10.2291,-81.2976,-638.6147,194.3611,178.2091,
473.251,353.7273,-278.3516,-115.7553,600.3125,575.1584,-80.2216,9.1531,-93.1431,-9.1531,-88.8359,-632.6167,206.2055,171.7483,
465.176,352.1125,-270.2746,-119.5242,590.0834,571.7783,-75.3752,2.1536,-90.4507,-2.1536,-73.8359,-627.7712,215.3591,175.5182,
450.176,337.1125,-272.9674,-118.9855,575.0834,556.7783,-85.6048,0.53827,-89.9119,-0.53827,-78.068,-619.6957,210.5132,172.8254,
436.6407,322.1125,-276.1975,-120.0625,560.0834,541.7783,-85.6053,14.5368,-92.0655,-14.5368,-84.5277,-619.6952,209.4372,157.8254,
451.6407,337.1125,-284.2736,-111.9865,575.0834,556.7783,-82.9129,16.1516,-103.3722,-16.1516,-87.2201,-617.0029,207.8214,148.5978,
450.6392,347.2666,-280.5042,-114.6783,560.0834,551.8578,-79.1435,1.1516,-97.4497,-1.1516,-85.6048,-610.0039,194.3622,163.5978,
435.6392,332.2666,-265.5042,-118.4472,545.0834,536.8578,-80.7594,-3.2306,-82.4497,3.2306,-87.2206,-601.9288,193.8229,158.2881,
420.6392,317.2666,-260.5842,-103.4472,530.0834,521.8578,-81.8359,11.7694,-87.2206,-11.7694,-91.5277,-597.6207,208.8229,143.2881,
428.0254,317.116,-265.4302,-95.2961,515.0834,506.8578,-71.6073,10.2296,-94.2196,-10.2296,-80.2216,-599.236,197.5923,140.5217,
414.0274,306.3476,-265.4302,-103.9104,500.0834,491.8578,-74.8369,5.9225,-92.0655,-5.9225,-81.2981,-601.3901,182.5923,136.2146,
410.259,291.3476,-253.0465,-96.9114,487.7878,476.8578,-74.2991,8.6143,-87.2206,-8.6143,-75.3757,-592.237,172.2871,139.983,
397.8753,276.3476,-238.0465,-89.9124,477.5582,461.8578,-62.993,5.9225,-79.1451,-5.9225,-60.3757,-577.237,187.2871,152.3667,
382.8753,264.8914,-235.8179,-96.9114,462.5582,446.8578,-67.8379,0,-82.9134,0,-69.992,-565.3175,200.2841,143.2136,
367.8753,265.9679,-220.8179,-99.0655,447.5582,431.8578,-65.6848,-4.3072,-77.5298,4.3072,-71.0685,-568.5482,185.2841,136.7523,
363.4176,272.9674,-228.8194,-89.913,450.6382,445.2545,-69.4537,0.53827,-73.7609,-0.53827,-69.4537,-569.0864,178.2091,141.5988,
378.4176,279.4287,-243.8194,-100.6803,457.0994,448.4851,-83.4517,9.1526,-88.7609,-9.1526,-84.4537,-584.0864,173.9029,143.7529,
